instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month_name,day_name,is_weekend,is_peak_hour,season_label,weather_label,demand_category
13203,2012-07-09,3,1,7,7,0,1,1,3,0.66,0.6061,0.83,0.2239,7,223,230,9,July,Monday,0,1,Fall,Light_Rain,High
13204,2012-07-09,3,1,7,8,0,1,1,2,0.66,0.6061,0.83,0.1642,26,429,455,9,July,Monday,0,1,Fall,Mist,Very_High
13205,2012-07-09,3,1,7,9,0,1,1,2,0.66,0.6061,0.83,0.1642,38,325,363,9,July,Monday,0,1,Fall,Mist,Very_High
13206,2012-07-09,3,1,7,10,0,1,1,2,0.66,0.6061,0.83,0.194,58,117,175,9,July,Monday,0,0,Fall,Mist,High
13207,2012-07-09,3,1,7,11,0,1,1,2,0.72,0.6818,0.62,0.1343,72,144,216,9,July,Monday,0,0,Fall,Mist,High
13208,2012-07-09,3,1,7,12,0,1,1,2,0.74,0.6818,0.58,0.1343,61,205,266,9,July,Monday,0,0,Fall,Mist,High
13209,2012-07-09,3,1,7,13,0,1,1,2,0.76,0.697,0.55,0.2537,67,188,255,9,July,Monday,0,0,Fall,Mist,High
13210,2012-07-09,3,1,7,14,0,1,1,2,0.74,0.6818,0.55,0.2537,58,184,242,9,July,Monday,0,0,Fall,Mist,High
13211,2012-07-09,3,1,7,15,0,1,1,2,0.76,0.6818,0.45,0.2239,66,214,280,9,July,Monday,0,0,Fall,Mist,High
13212,2012-07-09,3,1,7,16,0,1,1,1,0.78,0.697,0.4,0.2836,88,325,413,9,July,Monday,0,0,Fall,Clear,Very_High
13213,2012-07-09,3,1,7,17,0,1,1,1,0.78,0.697,0.4,0.1642,108,741,849,9,July,Monday,0,1,Fall,Clear,Very_High
13214,2012-07-09,3,1,7,18,0,1,1,1,0.76,0.6818,0.48,0.1343,82,790,872,9,July,Monday,0,1,Fall,Clear,Very_High
13215,2012-07-09,3,1,7,19,0,1,1,1,0.74,0.6818,0.55,0.1642,88,543,631,9,July,Monday,0,1,Fall,Clear,Very_High
13216,2012-07-09,3,1,7,20,0,1,1,2,0.74,0.6818,0.55,0.1045,69,378,447,9,July,Monday,0,0,Fall,Mist,Very_High
13217,2012-07-09,3,1,7,21,0,1,1,2,0.74,0.6818,0.55,0.0896,33,298,331,9,July,Monday,0,0,Fall,Mist,Very_High
13218,2012-07-09,3,1,7,22,0,1,1,2,0.72,0.6667,0.58,0.1045,35,189,224,9,July,Monday,0,0,Fall,Mist,High
13219,2012-07-09,3,1,7,23,0,1,1,2,0.7,0.6515,0.65,0.1045,22,109,131,9,July,Monday,0,0,Fall,Mist,Medium
13220,2012-07-10,3,1,7,0,0,2,1,1,0.7,0.6515,0.7,0.0896,16,53,69,10,July,Tuesday,0,0,Fall,Clear,Medium
13221,2012-07-10,3,1,7,1,0,2,1,1,0.7,0.6667,0.74,0.1343,0,15,15,10,July,Tuesday,0,0,Fall,Clear,Low
13222,2012-07-10,3,1,7,2,0,2,1,1,0.7,0.6667,0.74,0.1343,1,15,16,10,July,Tuesday,0,0,Fall,Clear,Low
13223,2012-07-10,3,1,7,3,0,2,1,1,0.68,0.6364,0.79,0.0,0,3,3,10,July,Tuesday,0,0,Fall,Clear,Low
13224,2012-07-10,3,1,7,4,0,2,1,1,0.68,0.6364,0.79,0.1343,0,4,4,10,July,Tuesday,0,0,Fall,Clear,Low
13225,2012-07-10,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1343,3,39,42,10,July,Tuesday,0,0,Fall,Clear,Medium
13226,2012-07-10,3,1,7,6,0,2,1,2,0.68,0.6364,0.79,0.1045,4,183,187,10,July,Tuesday,0,0,Fall,Mist,High
13227,2012-07-10,3,1,7,7,0,2,1,2,0.7,0.6667,0.74,0.1045,31,489,520,10,July,Tuesday,0,1,Fall,Mist,Very_High
13228,2012-07-10,3,1,7,8,0,2,1,1,0.72,0.697,0.74,0.1343,34,615,649,10,July,Tuesday,0,1,Fall,Clear,Very_High
13229,2012-07-10,3,1,7,9,0,2,1,1,0.74,0.697,0.66,0.1343,47,284,331,10,July,Tuesday,0,1,Fall,Clear,Very_High
13230,2012-07-10,3,1,7,10,0,2,1,1,0.76,0.7121,0.62,0.194,56,134,190,10,July,Tuesday,0,0,Fall,Clear,High
13231,2012-07-10,3,1,7,11,0,2,1,1,0.8,0.7273,0.46,0.194,92,157,249,10,July,Tuesday,0,0,Fall,Clear,High
13232,2012-07-10,3,1,7,12,0,2,1,1,0.8,0.7121,0.41,0.1343,69,203,272,10,July,Tuesday,0,0,Fall,Clear,High
13233,2012-07-10,3,1,7,13,0,2,1,1,0.82,0.7273,0.38,0.194,77,203,280,10,July,Tuesday,0,0,Fall,Clear,High
13234,2012-07-10,3,1,7,14,0,2,1,1,0.82,0.7273,0.38,0.1642,71,171,242,10,July,Tuesday,0,0,Fall,Clear,High
13235,2012-07-10,3,1,7,15,0,2,1,1,0.8,0.7121,0.41,0.2239,77,188,265,10,July,Tuesday,0,0,Fall,Clear,High
13236,2012-07-10,3,1,7,16,0,2,1,1,0.8,0.7273,0.43,0.2239,89,346,435,10,July,Tuesday,0,0,Fall,Clear,Very_High
13237,2012-07-10,3,1,7,17,0,2,1,1,0.78,0.7121,0.49,0.194,103,769,872,10,July,Tuesday,0,1,Fall,Clear,Very_High
13238,2012-07-10,3,1,7,18,0,2,1,3,0.7,0.6667,0.74,0.2239,70,749,819,10,July,Tuesday,0,1,Fall,Light_Rain,Very_High
13239,2012-07-10,3,1,7,19,0,2,1,3,0.7,0.6667,0.74,0.2239,55,359,414,10,July,Tuesday,0,1,Fall,Light_Rain,Very_High
13240,2012-07-10,3,1,7,20,0,2,1,3,0.64,0.5758,0.83,0.2239,9,75,84,10,July,Tuesday,0,0,Fall,Light_Rain,Medium
13241,2012-07-10,3,1,7,21,0,2,1,3,0.64,0.5758,0.89,0.1045,7,83,90,10,July,Tuesday,0,0,Fall,Light_Rain,Medium
13242,2012-07-10,3,1,7,22,0,2,1,2,0.64,0.5758,0.83,0.1343,14,125,139,10,July,Tuesday,0,0,Fall,Mist,Medium
13243,2012-07-10,3,1,7,23,0,2,1,2,0.64,0.5758,0.89,0.1045,29,74,103,10,July,Tuesday,0,0,Fall,Mist,Medium
13244,2012-07-11,3,1,7,0,0,3,1,2,0.66,0.6061,0.83,0.1343,6,38,44,11,July,Wednesday,0,0,Fall,Mist,Medium
13245,2012-07-11,3,1,7,1,0,3,1,1,0.64,0.5758,0.89,0.0,3,11,14,11,July,Wednesday,0,0,Fall,Clear,Low
13246,2012-07-11,3,1,7,2,0,3,1,1,0.64,0.5758,0.89,0.0,0,5,5,11,July,Wednesday,0,0,Fall,Clear,Low
13247,2012-07-11,3,1,7,3,0,3,1,1,0.64,0.5758,0.89,0.1343,0,5,5,11,July,Wednesday,0,0,Fall,Clear,Low
13248,2012-07-11,3,1,7,4,0,3,1,1,0.64,0.5758,0.89,0.1343,1,6,7,11,July,Wednesday,0,0,Fall,Clear,Low
13249,2012-07-11,3,1,7,5,0,3,1,1,0.64,0.5758,0.89,0.0,5,36,41,11,July,Wednesday,0,0,Fall,Clear,Medium
13250,2012-07-11,3,1,7,6,0,3,1,1,0.64,0.5758,0.89,0.1343,17,168,185,11,July,Wednesday,0,0,Fall,Clear,High
13251,2012-07-11,3,1,7,7,0,3,1,2,0.66,0.6061,0.83,0.1045,26,471,497,11,July,Wednesday,0,1,Fall,Mist,Very_High
13252,2012-07-11,3,1,7,8,0,3,1,2,0.68,0.6364,0.79,0.1642,30,644,674,11,July,Wednesday,0,1,Fall,Mist,Very_High
13253,2012-07-11,3,1,7,9,0,3,1,2,0.7,0.6667,0.74,0.1343,30,298,328,11,July,Wednesday,0,1,Fall,Mist,Very_High
13254,2012-07-11,3,1,7,10,0,3,1,2,0.72,0.6818,0.62,0.1343,47,148,195,11,July,Wednesday,0,0,Fall,Mist,High
13255,2012-07-11,3,1,7,11,0,3,1,2,0.76,0.7121,0.58,0.1343,56,173,229,11,July,Wednesday,0,0,Fall,Mist,High
13256,2012-07-11,3,1,7,12,0,3,1,2,0.78,0.697,0.43,0.0,69,223,292,11,July,Wednesday,0,0,Fall,Mist,Very_High
13257,2012-07-11,3,1,7,13,0,3,1,2,0.8,0.7121,0.42,0.1642,65,208,273,11,July,Wednesday,0,0,Fall,Mist,High
13258,2012-07-11,3,1,7,14,0,3,1,1,0.8,0.7121,0.41,0.2239,66,175,241,11,July,Wednesday,0,0,Fall,Clear,High
13259,2012-07-11,3,1,7,15,0,3,1,1,0.8,0.7121,0.41,0.2537,56,220,276,11,July,Wednesday,0,0,Fall,Clear,High
13260,2012-07-11,3,1,7,16,0,3,1,1,0.8,0.7121,0.38,0.194,53,358,411,11,July,Wednesday,0,0,Fall,Clear,Very_High
13261,2012-07-11,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0.2239,90,740,830,11,July,Wednesday,0,1,Fall,Clear,Very_High
13262,2012-07-11,3,1,7,18,0,3,1,1,0.78,0.6818,0.38,0.2537,79,735,814,11,July,Wednesday,0,1,Fall,Clear,Very_High
13263,2012-07-11,3,1,7,19,0,3,1,1,0.74,0.6667,0.48,0.2239,73,560,633,11,July,Wednesday,0,1,Fall,Clear,Very_High
13264,2012-07-11,3,1,7,20,0,3,1,1,0.74,0.6667,0.51,0.1642,73,410,483,11,July,Wednesday,0,0,Fall,Clear,Very_High
13265,2012-07-11,3,1,7,21,0,3,1,1,0.72,0.6667,0.58,0.2239,69,322,391,11,July,Wednesday,0,0,Fall,Clear,Very_High
13266,2012-07-11,3,1,7,22,0,3,1,1,0.72,0.6667,0.58,0.2537,41,203,244,11,July,Wednesday,0,0,Fall,Clear,High
13267,2012-07-11,3,1,7,23,0,3,1,2,0.7,0.6515,0.58,0.2537,20,132,152,11,July,Wednesday,0,0,Fall,Mist,High
13268,2012-07-12,3,1,7,0,0,4,1,2,0.68,0.6364,0.61,0.0,1,55,56,12,July,Thursday,0,0,Fall,Mist,Medium
13269,2012-07-12,3,1,7,1,0,4,1,2,0.66,0.6212,0.61,0.0,0,21,21,12,July,Thursday,0,0,Fall,Mist,Low
13270,2012-07-12,3,1,7,2,0,4,1,2,0.66,0.6212,0.65,0.0896,0,9,9,12,July,Thursday,0,0,Fall,Mist,Low
13271,2012-07-12,3,1,7,3,0,4,1,1,0.64,0.6061,0.69,0.1045,0,10,10,12,July,Thursday,0,0,Fall,Clear,Low
13272,2012-07-12,3,1,7,4,0,4,1,1,0.64,0.6061,0.73,0.1045,0,5,5,12,July,Thursday,0,0,Fall,Clear,Low
13273,2012-07-12,3,1,7,5,0,4,1,1,0.62,0.5909,0.73,0.1045,4,40,44,12,July,Thursday,0,0,Fall,Clear,Medium
13274,2012-07-12,3,1,7,6,0,4,1,1,0.64,0.6061,0.73,0.0896,7,171,178,12,July,Thursday,0,0,Fall,Clear,High
13275,2012-07-12,3,1,7,7,0,4,1,1,0.64,0.6061,0.73,0.1343,32,480,512,12,July,Thursday,0,1,Fall,Clear,Very_High
13276,2012-07-12,3,1,7,8,0,4,1,1,0.68,0.6364,0.65,0.1343,49,653,702,12,July,Thursday,0,1,Fall,Clear,Very_High
13277,2012-07-12,3,1,7,9,0,4,1,1,0.72,0.6667,0.58,0.1045,42,285,327,12,July,Thursday,0,1,Fall,Clear,Very_High
13278,2012-07-12,3,1,7,10,0,4,1,1,0.74,0.6667,0.48,0.1642,69,145,214,12,July,Thursday,0,0,Fall,Clear,High
13279,2012-07-12,3,1,7,11,0,4,1,1,0.76,0.6818,0.45,0.1045,49,166,215,12,July,Thursday,0,0,Fall,Clear,High
13280,2012-07-12,3,1,7,12,0,4,1,1,0.78,0.6818,0.35,0.1343,71,221,292,12,July,Thursday,0,0,Fall,Clear,Very_High
13281,2012-07-12,3,1,7,13,0,4,1,1,0.8,0.697,0.33,0.2239,52,225,277,12,July,Thursday,0,0,Fall,Clear,High
13282,2012-07-12,3,1,7,14,0,4,1,1,0.78,0.6818,0.33,0.2239,42,167,209,12,July,Thursday,0,0,Fall,Clear,High
13283,2012-07-12,3,1,7,15,0,4,1,1,0.8,0.7121,0.36,0.194,63,208,271,12,July,Thursday,0,0,Fall,Clear,High
13284,2012-07-12,3,1,7,16,0,4,1,1,0.8,0.7121,0.36,0.194,69,370,439,12,July,Thursday,0,0,Fall,Clear,Very_High
13285,2012-07-12,3,1,7,17,0,4,1,1,0.76,0.6818,0.43,0.2239,91,704,795,12,July,Thursday,0,1,Fall,Clear,Very_High
13286,2012-07-12,3,1,7,18,0,4,1,1,0.76,0.6818,0.45,0.1343,86,739,825,12,July,Thursday,0,1,Fall,Clear,Very_High
13287,2012-07-12,3,1,7,19,0,4,1,1,0.74,0.6667,0.48,0.2239,97,532,629,12,July,Thursday,0,1,Fall,Clear,Very_High
13288,2012-07-12,3,1,7,20,0,4,1,1,0.74,0.6667,0.48,0.2239,75,439,514,12,July,Thursday,0,0,Fall,Clear,Very_High
13289,2012-07-12,3,1,7,21,0,4,1,1,0.72,0.6667,0.48,0.2239,44,329,373,12,July,Thursday,0,0,Fall,Clear,Very_High
13290,2012-07-12,3,1,7,22,0,4,1,1,0.72,0.6667,0.51,0.1642,56,262,318,12,July,Thursday,0,0,Fall,Clear,Very_High
13291,2012-07-12,3,1,7,23,0,4,1,2,0.7,0.6515,0.51,0.2239,33,178,211,12,July,Thursday,0,0,Fall,Mist,High
13292,2012-07-13,3,1,7,0,0,5,1,2,0.7,0.6515,0.54,0.1642,19,76,95,13,July,Friday,0,0,Fall,Mist,Medium
13293,2012-07-13,3,1,7,1,0,5,1,2,0.68,0.6364,0.54,0.1045,17,42,59,13,July,Friday,0,0,Fall,Mist,Medium
13294,2012-07-13,3,1,7,2,0,5,1,2,0.66,0.6212,0.61,0.0896,2,15,17,13,July,Friday,0,0,Fall,Mist,Low
13295,2012-07-13,3,1,7,3,0,5,1,2,0.68,0.6364,0.61,0.0,2,7,9,13,July,Friday,0,0,Fall,Mist,Low
13296,2012-07-13,3,1,7,4,0,5,1,2,0.66,0.6212,0.61,0.0,0,11,11,13,July,Friday,0,0,Fall,Mist,Low
13297,2012-07-13,3,1,7,5,0,5,1,2,0.66,0.6364,0.56,0.0896,4,30,34,13,July,Friday,0,0,Fall,Mist,Low
13298,2012-07-13,3,1,7,6,0,5,1,2,0.7,0.6515,0.54,0.0,7,120,127,13,July,Friday,0,0,Fall,Mist,Medium
13299,2012-07-13,3,1,7,7,0,5,1,2,0.7,0.6515,0.54,0.0,27,353,380,13,July,Friday,0,1,Fall,Mist,Very_High
13300,2012-07-13,3,1,7,8,0,5,1,2,0.7,0.6515,0.54,0.0,53,660,713,13,July,Friday,0,1,Fall,Mist,Very_High
13301,2012-07-13,3,1,7,9,0,5,1,2,0.72,0.6667,0.51,0.0,70,344,414,13,July,Friday,0,1,Fall,Mist,Very_High
13302,2012-07-13,3,1,7,10,0,5,1,2,0.74,0.6667,0.48,0.0,78,190,268,13,July,Friday,0,0,Fall,Mist,High
13303,2012-07-13,3,1,7,11,0,5,1,2,0.76,0.6818,0.45,0.1343,68,220,288,13,July,Friday,0,0,Fall,Mist,Very_High
13304,2012-07-13,3,1,7,12,0,5,1,2,0.76,0.6818,0.4,0.1045,125,254,379,13,July,Friday,0,0,Fall,Mist,Very_High
13305,2012-07-13,3,1,7,13,0,5,1,2,0.8,0.7121,0.38,0.1343,100,274,374,13,July,Friday,0,0,Fall,Mist,Very_High
13306,2012-07-13,3,1,7,14,0,5,1,2,0.8,0.7121,0.38,0.0,120,249,369,13,July,Friday,0,0,Fall,Mist,Very_High
13307,2012-07-13,3,1,7,15,0,5,1,2,0.8,0.7121,0.36,0.1045,92,261,353,13,July,Friday,0,0,Fall,Mist,Very_High
13308,2012-07-13,3,1,7,16,0,5,1,2,0.8,0.7121,0.36,0.2239,111,381,492,13,July,Friday,0,0,Fall,Mist,Very_High
13309,2012-07-13,3,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,138,697,835,13,July,Friday,0,1,Fall,Mist,Very_High
13310,2012-07-13,3,1,7,18,0,5,1,1,0.78,0.697,0.46,0.194,108,523,631,13,July,Friday,0,1,Fall,Clear,Very_High
13311,2012-07-13,3,1,7,19,0,5,1,1,0.74,0.6667,0.51,0.1642,103,385,488,13,July,Friday,0,1,Fall,Clear,Very_High
13312,2012-07-13,3,1,7,20,0,5,1,1,0.74,0.6667,0.48,0.1343,95,294,389,13,July,Friday,0,0,Fall,Clear,Very_High
13313,2012-07-13,3,1,7,21,0,5,1,1,0.72,0.6667,0.54,0.0,76,223,299,13,July,Friday,0,0,Fall,Clear,Very_High
13314,2012-07-13,3,1,7,22,0,5,1,1,0.74,0.6667,0.45,0.0,59,204,263,13,July,Friday,0,0,Fall,Clear,High
13315,2012-07-13,3,1,7,23,0,5,1,2,0.72,0.6515,0.45,0.1343,37,175,212,13,July,Friday,0,0,Fall,Mist,High
13316,2012-07-14,3,1,7,0,0,6,0,2,0.72,0.6667,0.48,0.0896,35,156,191,14,July,Saturday,1,0,Fall,Mist,High
13317,2012-07-14,3,1,7,1,0,6,0,2,0.7,0.6515,0.51,0.1045,13,105,118,14,July,Saturday,1,0,Fall,Mist,Medium
13318,2012-07-14,3,1,7,2,0,6,0,2,0.7,0.6515,0.54,0.1045,10,91,101,14,July,Saturday,1,0,Fall,Mist,Medium
13319,2012-07-14,3,1,7,3,0,6,0,2,0.7,0.6515,0.54,0.1045,9,31,40,14,July,Saturday,1,0,Fall,Mist,Low
13320,2012-07-14,3,1,7,4,0,6,0,3,0.66,0.6212,0.61,0.1045,3,6,9,14,July,Saturday,1,0,Fall,Light_Rain,Low
13321,2012-07-14,3,1,7,5,0,6,0,2,0.64,0.6061,0.73,0.1045,0,5,5,14,July,Saturday,1,0,Fall,Mist,Low
13322,2012-07-14,3,1,7,6,0,6,0,2,0.64,0.5909,0.78,0.0896,6,29,35,14,July,Saturday,1,0,Fall,Mist,Low
13323,2012-07-14,3,1,7,7,0,6,0,1,0.64,0.5909,0.78,0.2836,7,41,48,14,July,Saturday,1,1,Fall,Clear,Medium
13324,2012-07-14,3,1,7,8,0,6,0,1,0.62,0.5909,0.78,0.2836,33,118,151,14,July,Saturday,1,1,Fall,Clear,High
13325,2012-07-14,3,1,7,9,0,6,0,1,0.66,0.6212,0.74,0.194,82,200,282,14,July,Saturday,1,1,Fall,Clear,Very_High
13326,2012-07-14,3,1,7,10,0,6,0,2,0.72,0.6818,0.7,0.0896,123,278,401,14,July,Saturday,1,0,Fall,Mist,Very_High
13327,2012-07-14,3,1,7,11,0,6,0,2,0.72,0.6818,0.7,0.1045,143,296,439,14,July,Saturday,1,0,Fall,Mist,Very_High
13328,2012-07-14,3,1,7,12,0,6,0,2,0.74,0.697,0.66,0.0896,181,318,499,14,July,Saturday,1,0,Fall,Mist,Very_High
13329,2012-07-14,3,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,219,372,591,14,July,Saturday,1,0,Fall,Mist,Very_High
13330,2012-07-14,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,269,363,632,14,July,Saturday,1,0,Fall,Clear,Very_High
13331,2012-07-14,3,1,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,243,317,560,14,July,Saturday,1,0,Fall,Clear,Very_High
13332,2012-07-14,3,1,7,16,0,6,0,2,0.72,0.697,0.79,0.3582,226,340,566,14,July,Saturday,1,0,Fall,Mist,Very_High
13333,2012-07-14,3,1,7,17,0,6,0,3,0.7,0.6667,0.79,0.1642,199,259,458,14,July,Saturday,1,1,Fall,Light_Rain,Very_High
13334,2012-07-14,3,1,7,18,0,6,0,1,0.72,0.697,0.79,0.1343,108,243,351,14,July,Saturday,1,1,Fall,Clear,Very_High
13335,2012-07-14,3,1,7,19,0,6,0,1,0.72,0.7121,0.84,0.0896,156,275,431,14,July,Saturday,1,1,Fall,Clear,Very_High
13336,2012-07-14,3,1,7,20,0,6,0,1,0.72,0.7121,0.84,0.0896,101,255,356,14,July,Saturday,1,0,Fall,Clear,Very_High
13337,2012-07-14,3,1,7,21,0,6,0,1,0.7,0.6667,0.84,0.2239,69,200,269,14,July,Saturday,1,0,Fall,Clear,High
13338,2012-07-14,3,1,7,22,0,6,0,1,0.7,0.6667,0.79,0.194,65,160,225,14,July,Saturday,1,0,Fall,Clear,High
13339,2012-07-14,3,1,7,23,0,6,0,2,0.68,0.6364,0.83,0.0896,55,156,211,14,July,Saturday,1,0,Fall,Mist,High
13340,2012-07-15,3,1,7,0,0,0,0,1,0.68,0.6364,0.89,0.1642,40,147,187,15,July,Sunday,1,0,Fall,Clear,High
13341,2012-07-15,3,1,7,1,0,0,0,2,0.68,0.6364,0.89,0.1343,49,119,168,15,July,Sunday,1,0,Fall,Mist,High
13342,2012-07-15,3,1,7,2,0,0,0,2,0.68,0.6364,0.89,0.1642,29,86,115,15,July,Sunday,1,0,Fall,Mist,Medium
13343,2012-07-15,3,1,7,3,0,0,0,2,0.68,0.6364,0.89,0.1642,15,42,57,15,July,Sunday,1,0,Fall,Mist,Medium
13344,2012-07-15,3,1,7,4,0,0,0,2,0.68,0.6364,0.89,0.1045,8,11,19,15,July,Sunday,1,0,Fall,Mist,Low
13345,2012-07-15,3,1,7,5,0,0,0,1,0.68,0.6364,0.89,0.1343,2,7,9,15,July,Sunday,1,0,Fall,Clear,Low
13346,2012-07-15,3,1,7,6,0,0,0,1,0.68,0.6364,0.83,0.1343,6,9,15,15,July,Sunday,1,0,Fall,Clear,Low
13347,2012-07-15,3,1,7,7,0,0,0,1,0.7,0.6667,0.79,0.0896,17,30,47,15,July,Sunday,1,1,Fall,Clear,Medium
13348,2012-07-15,3,1,7,8,0,0,0,2,0.7,0.6667,0.84,0.1343,37,96,133,15,July,Sunday,1,1,Fall,Mist,Medium
13349,2012-07-15,3,1,7,9,0,0,0,2,0.72,0.697,0.79,0.0,58,163,221,15,July,Sunday,1,1,Fall,Mist,High
13350,2012-07-15,3,1,7,10,0,0,0,1,0.76,0.7273,0.66,0.1343,141,241,382,15,July,Sunday,1,0,Fall,Clear,Very_High
13351,2012-07-15,3,1,7,11,0,0,0,1,0.82,0.7727,0.52,0.1642,170,281,451,15,July,Sunday,1,0,Fall,Clear,Very_High
13352,2012-07-15,3,1,7,12,0,0,0,1,0.84,0.7727,0.47,0.1045,153,336,489,15,July,Sunday,1,0,Fall,Clear,Very_High
13353,2012-07-15,3,1,7,13,0,0,0,1,0.86,0.7879,0.41,0.1045,171,309,480,15,July,Sunday,1,0,Fall,Clear,Very_High
13354,2012-07-15,3,1,7,14,0,0,0,1,0.9,0.8182,0.37,0.2537,162,314,476,15,July,Sunday,1,0,Fall,Clear,Very_High
13355,2012-07-15,3,1,7,15,0,0,0,1,0.86,0.803,0.47,0.1343,182,307,489,15,July,Sunday,1,0,Fall,Clear,Very_High
13356,2012-07-15,3,1,7,16,0,0,0,1,0.86,0.7879,0.41,0.2239,152,343,495,15,July,Sunday,1,0,Fall,Clear,Very_High
13357,2012-07-15,3,1,7,17,0,0,0,1,0.8,0.7727,0.59,0.4925,122,314,436,15,July,Sunday,1,1,Fall,Clear,Very_High
13358,2012-07-15,3,1,7,18,0,0,0,3,0.72,0.697,0.79,0.3582,84,228,312,15,July,Sunday,1,1,Fall,Light_Rain,Very_High
13359,2012-07-15,3,1,7,19,0,0,0,1,0.72,0.7121,0.84,0.2239,109,203,312,15,July,Sunday,1,1,Fall,Clear,Very_High
13360,2012-07-15,3,1,7,20,0,0,0,1,0.72,0.697,0.79,0.2537,95,199,294,15,July,Sunday,1,0,Fall,Clear,Very_High
13361,2012-07-15,3,1,7,21,0,0,0,1,0.72,0.697,0.79,0.0896,59,164,223,15,July,Sunday,1,0,Fall,Clear,High
13362,2012-07-15,3,1,7,22,0,0,0,1,0.72,0.697,0.74,0.1045,34,96,130,15,July,Sunday,1,0,Fall,Clear,Medium
13363,2012-07-15,3,1,7,23,0,0,0,1,0.72,0.697,0.79,0.1343,25,66,91,15,July,Sunday,1,0,Fall,Clear,Medium
13364,2012-07-16,3,1,7,0,0,1,1,3,0.72,0.697,0.79,0.1045,11,32,43,16,July,Monday,0,0,Fall,Light_Rain,Medium
13365,2012-07-16,3,1,7,1,0,1,1,2,0.7,0.6667,0.74,0.194,1,10,11,16,July,Monday,0,0,Fall,Mist,Low
13366,2012-07-16,3,1,7,2,0,1,1,1,0.7,0.6667,0.74,0.1045,4,11,15,16,July,Monday,0,0,Fall,Clear,Low
13367,2012-07-16,3,1,7,3,0,1,1,1,0.68,0.6364,0.79,0.0896,2,4,6,16,July,Monday,0,0,Fall,Clear,Low
13368,2012-07-16,3,1,7,4,0,1,1,1,0.68,0.6364,0.79,0.1045,1,11,12,16,July,Monday,0,0,Fall,Clear,Low
13369,2012-07-16,3,1,7,5,0,1,1,1,0.66,0.6061,0.78,0.1045,10,40,50,16,July,Monday,0,0,Fall,Clear,Medium
13370,2012-07-16,3,1,7,6,0,1,1,1,0.68,0.6364,0.79,0.1343,8,132,140,16,July,Monday,0,0,Fall,Clear,Medium
13371,2012-07-16,3,1,7,7,0,1,1,1,0.72,0.6818,0.7,0.0896,24,459,483,16,July,Monday,0,1,Fall,Clear,Very_High
13372,2012-07-16,3,1,7,8,0,1,1,1,0.74,0.697,0.66,0.1045,48,619,667,16,July,Monday,0,1,Fall,Clear,Very_High
13373,2012-07-16,3,1,7,9,0,1,1,1,0.76,0.7121,0.62,0.1642,51,297,348,16,July,Monday,0,1,Fall,Clear,Very_High
13374,2012-07-16,3,1,7,10,0,1,1,1,0.8,0.7727,0.59,0.0,69,117,186,16,July,Monday,0,0,Fall,Clear,High
13375,2012-07-16,3,1,7,11,0,1,1,1,0.84,0.803,0.53,0.2239,57,125,182,16,July,Monday,0,0,Fall,Clear,High
13376,2012-07-16,3,1,7,12,0,1,1,1,0.84,0.7879,0.49,0.1343,79,158,237,16,July,Monday,0,0,Fall,Clear,High
13377,2012-07-16,3,1,7,13,0,1,1,1,0.84,0.7879,0.49,0.2836,63,176,239,16,July,Monday,0,0,Fall,Clear,High
13378,2012-07-16,3,1,7,14,0,1,1,1,0.88,0.8182,0.42,0.1045,53,159,212,16,July,Monday,0,0,Fall,Clear,High
13379,2012-07-16,3,1,7,15,0,1,1,1,0.86,0.803,0.47,0.2537,61,176,237,16,July,Monday,0,0,Fall,Clear,High
13380,2012-07-16,3,1,7,16,0,1,1,3,0.76,0.7273,0.66,0.5821,77,309,386,16,July,Monday,0,0,Fall,Light_Rain,Very_High
13381,2012-07-16,3,1,7,17,0,1,1,3,0.76,0.7273,0.66,0.5821,86,669,755,16,July,Monday,0,1,Fall,Light_Rain,Very_High
13382,2012-07-16,3,1,7,18,0,1,1,1,0.84,0.803,0.53,0.0,97,697,794,16,July,Monday,0,1,Fall,Clear,Very_High
13383,2012-07-16,3,1,7,19,0,1,1,1,0.8,0.7879,0.63,0.1343,92,503,595,16,July,Monday,0,1,Fall,Clear,Very_High
13384,2012-07-16,3,1,7,20,0,1,1,1,0.8,0.7727,0.59,0.1343,66,388,454,16,July,Monday,0,0,Fall,Clear,Very_High
13385,2012-07-16,3,1,7,21,0,1,1,1,0.76,0.7273,0.66,0.1343,45,283,328,16,July,Monday,0,0,Fall,Clear,Very_High
13386,2012-07-16,3,1,7,22,0,1,1,1,0.76,0.7121,0.62,0.0896,56,228,284,16,July,Monday,0,0,Fall,Clear,Very_High
13387,2012-07-16,3,1,7,23,0,1,1,1,0.74,0.7121,0.74,0.0896,27,139,166,16,July,Monday,0,0,Fall,Clear,High
13388,2012-07-17,3,1,7,0,0,2,1,1,0.72,0.7121,0.84,0.1045,10,43,53,17,July,Tuesday,0,0,Fall,Clear,Medium
