instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month_name,day_name,is_weekend,is_peak_hour,season_label,weather_label,demand_category,year,quarter,week_of_year,day_of_year,hour_group,business_hours,late_night,rush_hour,is_summer,is_winter,is_fall,is_spring,weather_severity,hr_sin,hr_cos,mnth_sin,mnth_cos
15465,2012-11-10,4,1,10,13,0,4,1,1,0.5,0.4848,0.31,0.1045,48,243,291,10,November,Saturday,0,0,Winter,Clear,Very_High,2012,4,45,315,Afternoon,1,0,0,0,1,0,0,Good,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001
15466,2012-11-10,4,1,10,14,0,4,1,1,0.52,0.5,0.32,0.0896,78,270,348,10,November,Saturday,0,0,Winter,Clear,Very_High,2012,4,45,315,Afternoon,1,0,0,0,1,0,0,Good,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
15467,2012-11-10,4,1,10,15,0,4,1,1,0.52,0.5,0.34,0.1642,102,358,460,10,November,Saturday,0,0,Winter,Clear,Very_High,2012,4,45,315,Afternoon,1,0,0,0,1,0,0,Good,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001
15468,2012-11-10,4,1,10,16,0,4,1,1,0.5,0.4848,0.36,0.1343,68,413,481,10,November,Saturday,0,0,Winter,Clear,Very_High,2012,4,45,315,Afternoon,1,0,0,0,1,0,0,Good,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
15469,2012-11-10,4,1,10,17,0,4,1,1,0.5,0.4848,0.39,0.2836,90,737,827,10,November,Saturday,0,1,Winter,Clear,Very_High,2012,4,45,315,Afternoon,1,0,1,0,1,0,0,Good,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
15470,2012-11-10,4,1,10,18,0,4,1,1,0.46,0.4545,0.44,0.1642,64,628,692,10,November,Saturday,0,1,Winter,Clear,Very_High,2012,4,45,315,Afternoon,1,0,1,0,1,0,0,Good,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
15471,2012-11-10,4,1,10,19,0,4,1,1,0.44,0.4394,0.51,0.1343,81,662,743,10,November,Saturday,0,1,Winter,Clear,Very_High,2012,4,45,315,Evening,0,0,1,0,1,0,0,Good,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
15472,2012-11-10,4,1,10,20,0,4,1,1,0.42,0.4242,0.62,0.1642,27,388,415,10,November,Saturday,0,0,Winter,Clear,Very_High,2012,4,45,315,Evening,0,0,0,0,1,0,0,Good,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
15473,2012-11-10,4,1,10,21,0,4,1,1,0.42,0.4242,0.62,0.1343,24,236,260,10,November,Saturday,0,0,Winter,Clear,High,2012,4,45,315,Evening,0,0,0,0,1,0,0,Good,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001
15474,2012-11-10,4,1,10,22,0,4,1,1,0.4,0.4091,0.66,0.1642,10,167,177,10,November,Saturday,0,0,Winter,Clear,High,2012,4,45,315,Evening,0,1,0,0,1,0,0,Good,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001
15475,2012-11-10,4,1,10,23,0,4,1,1,0.42,0.4242,0.58,0.0896,10,176,186,10,November,Saturday,0,0,Winter,Clear,High,2012,4,45,315,Evening,0,1,0,0,1,0,0,Good,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001
15476,2012-12-10,4,1,10,0,0,5,1,1,0.4,0.4091,0.66,0.1045,8,60,68,10,December,Monday,0,0,Winter,Clear,Medium,2012,4,50,345,Night,0,1,0,0,1,0,0,Good,0.0,1.0,-0.8660254037844386,0.5000000000000001
15477,2012-12-10,4,1,10,1,0,5,1,1,0.4,0.4091,0.66,0.0896,8,29,37,10,December,Monday,0,0,Winter,Clear,Low,2012,4,50,345,Night,0,1,0,0,1,0,0,Good,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001
15478,2012-12-10,4,1,10,2,0,5,1,1,0.4,0.4091,0.66,0.0896,0,16,16,10,December,Monday,0,0,Winter,Clear,Low,2012,4,50,345,Night,0,1,0,0,1,0,0,Good,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001
15479,2012-12-10,4,1,10,3,0,5,1,1,0.36,0.3636,0.76,0.0896,0,6,6,10,December,Monday,0,0,Winter,Clear,Low,2012,4,50,345,Night,0,1,0,0,1,0,0,Good,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001
15480,2012-12-10,4,1,10,4,0,5,1,1,0.36,0.3636,0.76,0.1045,0,8,8,10,December,Monday,0,0,Winter,Clear,Low,2012,4,50,345,Night,0,1,0,0,1,0,0,Good,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
15481,2012-12-10,4,1,10,5,0,5,1,1,0.36,0.3636,0.81,0.0896,2,33,35,10,December,Monday,0,0,Winter,Clear,Low,2012,4,50,345,Night,0,1,0,0,1,0,0,Good,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001
15482,2012-12-10,4,1,10,6,0,5,1,1,0.34,0.3485,0.81,0.0896,3,140,143,10,December,Monday,0,0,Winter,Clear,High,2012,4,50,345,Night,0,0,0,0,1,0,0,Good,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
15483,2012-12-10,4,1,10,7,0,5,1,1,0.36,0.3636,0.81,0.0896,8,384,392,10,December,Monday,0,1,Winter,Clear,Very_High,2012,4,50,345,Morning,0,0,1,0,1,0,0,Good,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
15484,2012-12-10,4,1,10,8,0,5,1,1,0.42,0.4242,0.71,0.0896,34,711,745,10,December,Monday,0,1,Winter,Clear,Very_High,2012,4,50,345,Morning,0,0,1,0,1,0,0,Good,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
15485,2012-12-10,4,1,10,9,0,5,1,1,0.5,0.4848,0.39,0.2985,26,374,400,10,December,Monday,0,1,Winter,Clear,Very_High,2012,4,50,345,Morning,1,0,1,0,1,0,0,Good,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
15486,2012-12-10,4,1,10,10,0,5,1,1,0.52,0.5,0.36,0.2985,75,200,275,10,December,Monday,0,0,Winter,Clear,High,2012,4,50,345,Morning,1,0,0,0,1,0,0,Good,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001
15487,2012-12-10,4,1,10,11,0,5,1,1,0.54,0.5152,0.37,0.3582,61,252,313,10,December,Monday,0,0,Winter,Clear,Very_High,2012,4,50,345,Morning,1,0,0,0,1,0,0,Good,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001
15488,2012-12-10,4,1,10,12,0,5,1,1,0.54,0.5152,0.39,0.4627,75,312,387,10,December,Monday,0,0,Winter,Clear,Very_High,2012,4,50,345,Morning,1,0,0,0,1,0,0,Good,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
15489,2012-12-10,4,1,10,13,0,5,1,1,0.56,0.5303,0.37,0.3881,81,300,381,10,December,Monday,0,0,Winter,Clear,Very_High,2012,4,50,345,Afternoon,1,0,0,0,1,0,0,Good,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001
15490,2012-12-10,4,1,10,14,0,5,1,1,0.56,0.5303,0.37,0.4627,109,262,371,10,December,Monday,0,0,Winter,Clear,Very_High,2012,4,50,345,Afternoon,1,0,0,0,1,0,0,Good,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
15491,2012-12-10,4,1,10,15,0,5,1,1,0.52,0.5,0.42,0.4478,138,317,455,10,December,Monday,0,0,Winter,Clear,Very_High,2012,4,50,345,Afternoon,1,0,0,0,1,0,0,Good,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001
15492,2012-12-10,4,1,10,16,0,5,1,1,0.46,0.4545,0.41,0.3582,108,412,520,10,December,Monday,0,0,Winter,Clear,Very_High,2012,4,50,345,Afternoon,1,0,0,0,1,0,0,Good,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
15493,2012-12-10,4,1,10,17,0,5,1,1,0.46,0.4545,0.38,0.3881,131,706,837,10,December,Monday,0,1,Winter,Clear,Very_High,2012,4,50,345,Afternoon,1,0,1,0,1,0,0,Good,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
15494,2012-12-10,4,1,10,18,0,5,1,1,0.44,0.4394,0.38,0.2985,76,566,642,10,December,Monday,0,1,Winter,Clear,Very_High,2012,4,50,345,Afternoon,1,0,1,0,1,0,0,Good,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
15495,2012-12-10,4,1,10,19,0,5,1,1,0.42,0.4242,0.41,0.2239,40,453,493,10,December,Monday,0,1,Winter,Clear,Very_High,2012,4,50,345,Evening,0,0,1,0,1,0,0,Good,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
15496,2012-12-10,4,1,10,20,0,5,1,1,0.42,0.4242,0.47,0.1343,28,280,308,10,December,Monday,0,0,Winter,Clear,Very_High,2012,4,50,345,Evening,0,0,0,0,1,0,0,Good,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
15497,2012-12-10,4,1,10,21,0,5,1,1,0.4,0.4091,0.54,0.194,21,169,190,10,December,Monday,0,0,Winter,Clear,High,2012,4,50,345,Evening,0,0,0,0,1,0,0,Good,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001
15498,2012-12-10,4,1,10,22,0,5,1,1,0.4,0.4091,0.47,0.2985,17,143,160,10,December,Monday,0,0,Winter,Clear,High,2012,4,50,345,Evening,0,1,0,0,1,0,0,Good,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001
15499,2012-12-10,4,1,10,23,0,5,1,1,0.36,0.3485,0.57,0.194,11,89,100,10,December,Monday,0,0,Winter,Clear,Medium,2012,4,50,345,Evening,0,1,0,0,1,0,0,Good,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001
15920,2012-01-11,4,1,11,0,0,4,1,1,0.36,0.3636,0.57,0.0896,8,52,60,11,January,Wednesday,0,0,Winter,Clear,Medium,2012,1,2,11,Night,0,1,0,0,1,0,0,Good,0.0,1.0,-0.5000000000000004,0.8660254037844384
15921,2012-01-11,4,1,11,1,0,4,1,1,0.3,0.3182,0.75,0.1045,8,22,30,11,January,Wednesday,0,0,Winter,Clear,Low,2012,1,2,11,Night,0,1,0,0,1,0,0,Good,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384
15922,2012-01-11,4,1,11,2,0,4,1,1,0.32,0.3333,0.66,0.1343,10,10,20,11,January,Wednesday,0,0,Winter,Clear,Low,2012,1,2,11,Night,0,1,0,0,1,0,0,Good,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384
15923,2012-01-11,4,1,11,3,0,4,1,1,0.34,0.3333,0.61,0.1343,5,10,15,11,January,Wednesday,0,0,Winter,Clear,Low,2012,1,2,11,Night,0,1,0,0,1,0,0,Good,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384
15924,2012-01-11,4,1,11,4,0,4,1,2,0.34,0.3485,0.66,0.1045,2,8,10,11,January,Wednesday,0,0,Winter,Mist,Low,2012,1,2,11,Night,0,1,0,0,1,0,0,Moderate,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
15925,2012-01-11,4,1,11,5,0,4,1,1,0.34,0.3333,0.66,0.1343,1,39,40,11,January,Wednesday,0,0,Winter,Clear,Low,2012,1,2,11,Night,0,1,0,0,1,0,0,Good,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384
15926,2012-01-11,4,1,11,6,0,4,1,1,0.34,0.3333,0.61,0.1642,2,146,148,11,January,Wednesday,0,0,Winter,Clear,High,2012,1,2,11,Night,0,0,0,0,1,0,0,Good,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384
15927,2012-01-11,4,1,11,7,0,4,1,2,0.36,0.3485,0.57,0.1642,6,414,420,11,January,Wednesday,0,1,Winter,Mist,Very_High,2012,1,2,11,Morning,0,0,1,0,1,0,0,Moderate,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384
15928,2012-01-11,4,1,11,8,0,4,1,2,0.36,0.3788,0.56,0.1045,12,668,680,11,January,Wednesday,0,1,Winter,Mist,Very_High,2012,1,2,11,Morning,0,0,1,0,1,0,0,Moderate,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384
15929,2012-01-11,4,1,11,9,0,4,1,3,0.36,0.3636,0.57,0.1045,21,310,331,11,January,Wednesday,0,1,Winter,Light_Rain,Very_High,2012,1,2,11,Morning,1,0,1,0,1,0,0,Poor,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384
15930,2012-01-11,4,1,11,10,0,4,1,3,0.36,0.3485,0.62,0.194,13,133,146,11,January,Wednesday,0,0,Winter,Light_Rain,High,2012,1,2,11,Morning,1,0,0,0,1,0,0,Poor,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384
15931,2012-01-11,4,1,11,11,0,4,1,3,0.36,0.3485,0.62,0.194,14,156,170,11,January,Wednesday,0,0,Winter,Light_Rain,High,2012,1,2,11,Morning,1,0,0,0,1,0,0,Poor,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384
15932,2012-01-11,4,1,11,12,0,4,1,3,0.38,0.3939,0.62,0.1642,23,198,221,11,January,Wednesday,0,0,Winter,Light_Rain,High,2012,1,2,11,Morning,1,0,0,0,1,0,0,Poor,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384
15933,2012-01-11,4,1,11,13,0,4,1,2,0.4,0.4091,0.58,0.1642,49,199,248,11,January,Wednesday,0,0,Winter,Mist,High,2012,1,2,11,Afternoon,1,0,0,0,1,0,0,Moderate,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384
15934,2012-01-11,4,1,11,14,0,4,1,2,0.4,0.4091,0.5,0.2239,31,154,185,11,January,Wednesday,0,0,Winter,Mist,High,2012,1,2,11,Afternoon,1,0,0,0,1,0,0,Moderate,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384
15935,2012-01-11,4,1,11,15,0,4,1,2,0.4,0.4091,0.54,0.1642,35,179,214,11,January,Wednesday,0,0,Winter,Mist,High,2012,1,2,11,Afternoon,1,0,0,0,1,0,0,Moderate,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384
15936,2012-01-11,4,1,11,16,0,4,1,2,0.4,0.4091,0.54,0.1642,31,313,344,11,January,Wednesday,0,0,Winter,Mist,Very_High,2012,1,2,11,Afternoon,1,0,0,0,1,0,0,Moderate,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384
15937,2012-01-11,4,1,11,17,0,4,1,3,0.4,0.4091,0.5,0.2239,37,652,689,11,January,Wednesday,0,1,Winter,Light_Rain,Very_High,2012,1,2,11,Afternoon,1,0,1,0,1,0,0,Poor,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384
15938,2012-01-11,4,1,11,18,0,4,1,2,0.4,0.4091,0.5,0.1642,50,628,678,11,January,Wednesday,0,1,Winter,Mist,Very_High,2012,1,2,11,Afternoon,1,0,1,0,1,0,0,Moderate,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384
15939,2012-01-11,4,1,11,19,0,4,1,2,0.4,0.4091,0.5,0.1642,28,424,452,11,January,Wednesday,0,1,Winter,Mist,Very_High,2012,1,2,11,Evening,0,0,1,0,1,0,0,Moderate,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384
15940,2012-01-11,4,1,11,20,0,4,1,2,0.38,0.3939,0.54,0.2537,16,280,296,11,January,Wednesday,0,0,Winter,Mist,Very_High,2012,1,2,11,Evening,0,0,0,0,1,0,0,Moderate,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
15941,2012-01-11,4,1,11,21,0,4,1,2,0.38,0.3939,0.54,0.1343,29,238,267,11,January,Wednesday,0,0,Winter,Mist,High,2012,1,2,11,Evening,0,0,0,0,1,0,0,Moderate,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384
15942,2012-01-11,4,1,11,22,0,4,1,1,0.36,0.3485,0.57,0.1642,27,175,202,11,January,Wednesday,0,0,Winter,Clear,High,2012,1,2,11,Evening,0,1,0,0,1,0,0,Good,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384
15943,2012-01-11,4,1,11,23,0,4,1,1,0.34,0.3333,0.57,0.1642,8,112,120,11,January,Wednesday,0,0,Winter,Clear,Medium,2012,1,2,11,Evening,0,1,0,0,1,0,0,Good,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384
15944,2012-02-11,4,1,11,0,0,5,1,1,0.34,0.3333,0.57,0.1642,10,40,50,11,February,Saturday,0,0,Winter,Clear,Medium,2012,1,6,42,Night,0,1,0,0,1,0,0,Good,0.0,1.0,-0.5000000000000004,0.8660254037844384
15945,2012-02-11,4,1,11,1,0,5,1,1,0.32,0.3182,0.66,0.1642,5,19,24,11,February,Saturday,0,0,Winter,Clear,Low,2012,1,6,42,Night,0,1,0,0,1,0,0,Good,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384
15946,2012-02-11,4,1,11,2,0,5,1,1,0.32,0.3182,0.66,0.1642,3,7,10,11,February,Saturday,0,0,Winter,Clear,Low,2012,1,6,42,Night,0,1,0,0,1,0,0,Good,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384
15947,2012-02-11,4,1,11,3,0,5,1,1,0.3,0.303,0.7,0.1642,0,3,3,11,February,Saturday,0,0,Winter,Clear,Low,2012,1,6,42,Night,0,1,0,0,1,0,0,Good,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384
15948,2012-02-11,4,1,11,4,0,5,1,1,0.3,0.3182,0.7,0.1045,1,6,7,11,February,Saturday,0,0,Winter,Clear,Low,2012,1,6,42,Night,0,1,0,0,1,0,0,Good,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
15949,2012-02-11,4,1,11,5,0,5,1,2,0.32,0.3182,0.66,0.1642,1,25,26,11,February,Saturday,0,0,Winter,Mist,Low,2012,1,6,42,Night,0,1,0,0,1,0,0,Moderate,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384
15950,2012-02-11,4,1,11,6,0,5,1,1,0.3,0.303,0.7,0.1642,2,120,122,11,February,Saturday,0,0,Winter,Clear,Medium,2012,1,6,42,Night,0,0,0,0,1,0,0,Good,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384
15951,2012-02-11,4,1,11,7,0,5,1,2,0.3,0.303,0.7,0.1343,8,349,357,11,February,Saturday,0,1,Winter,Mist,Very_High,2012,1,6,42,Morning,0,0,1,0,1,0,0,Moderate,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384
15952,2012-02-11,4,1,11,8,0,5,1,1,0.32,0.3333,0.57,0.1045,31,656,687,11,February,Saturday,0,1,Winter,Clear,Very_High,2012,1,6,42,Morning,0,0,1,0,1,0,0,Good,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384
15953,2012-02-11,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,27,355,382,11,February,Saturday,0,1,Winter,Clear,Very_High,2012,1,6,42,Morning,1,0,1,0,1,0,0,Good,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384
15954,2012-02-11,4,1,11,10,0,5,1,1,0.38,0.3939,0.46,0.2985,21,183,204,11,February,Saturday,0,0,Winter,Clear,High,2012,1,6,42,Morning,1,0,0,0,1,0,0,Good,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384
15955,2012-02-11,4,1,11,11,0,5,1,1,0.42,0.4242,0.41,0.4179,42,179,221,11,February,Saturday,0,0,Winter,Clear,High,2012,1,6,42,Morning,1,0,0,0,1,0,0,Good,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384
15956,2012-02-11,4,1,11,12,0,5,1,1,0.42,0.4242,0.41,0.3582,52,240,292,11,February,Saturday,0,0,Winter,Clear,Very_High,2012,1,6,42,Morning,1,0,0,0,1,0,0,Good,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384
15957,2012-02-11,4,1,11,13,0,5,1,1,0.4,0.4091,0.43,0.3582,64,230,294,11,February,Saturday,0,0,Winter,Clear,Very_High,2012,1,6,42,Afternoon,1,0,0,0,1,0,0,Good,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384
15958,2012-02-11,4,1,11,14,0,5,1,2,0.4,0.4091,0.4,0.4925,63,199,262,11,February,Saturday,0,0,Winter,Mist,High,2012,1,6,42,Afternoon,1,0,0,0,1,0,0,Moderate,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384
15959,2012-02-11,4,1,11,15,0,5,1,2,0.4,0.4091,0.4,0.4179,51,255,306,11,February,Saturday,0,0,Winter,Mist,Very_High,2012,1,6,42,Afternoon,1,0,0,0,1,0,0,Moderate,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384
15960,2012-02-11,4,1,11,16,0,5,1,1,0.38,0.3939,0.4,0.3284,48,373,421,11,February,Saturday,0,0,Winter,Clear,Very_High,2012,1,6,42,Afternoon,1,0,0,0,1,0,0,Good,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384
15961,2012-02-11,4,1,11,17,0,5,1,1,0.38,0.3939,0.4,0.3284,57,581,638,11,February,Saturday,0,1,Winter,Clear,Very_High,2012,1,6,42,Afternoon,1,0,1,0,1,0,0,Good,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384
15962,2012-02-11,4,1,11,18,0,5,1,2,0.38,0.3939,0.43,0.3284,32,490,522,11,February,Saturday,0,1,Winter,Mist,Very_High,2012,1,6,42,Afternoon,1,0,1,0,1,0,0,Moderate,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384
15963,2012-02-11,4,1,11,19,0,5,1,2,0.38,0.3939,0.43,0.2985,38,336,374,11,February,Saturday,0,1,Winter,Mist,Very_High,2012,1,6,42,Evening,0,0,1,0,1,0,0,Moderate,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384
15964,2012-02-11,4,1,11,20,0,5,1,2,0.36,0.3333,0.46,0.4179,14,207,221,11,February,Saturday,0,0,Winter,Mist,High,2012,1,6,42,Evening,0,0,0,0,1,0,0,Moderate,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
15965,2012-02-11,4,1,11,21,0,5,1,2,0.36,0.3333,0.46,0.3582,23,133,156,11,February,Saturday,0,0,Winter,Mist,High,2012,1,6,42,Evening,0,0,0,0,1,0,0,Moderate,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384
15966,2012-02-11,4,1,11,22,0,5,1,1,0.36,0.3333,0.46,0.2537,14,135,149,11,February,Saturday,0,0,Winter,Clear,High,2012,1,6,42,Evening,0,1,0,0,1,0,0,Good,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384
15967,2012-02-11,4,1,11,23,0,5,1,1,0.34,0.303,0.53,0.2985,11,108,119,11,February,Saturday,0,0,Winter,Clear,Medium,2012,1,6,42,Evening,0,1,0,0,1,0,0,Good,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384
15968,2012-03-11,4,1,11,0,0,6,0,1,0.34,0.3333,0.53,0.1642,9,99,108,11,March,Sunday,1,0,Winter,Clear,Medium,2012,1,10,71,Night,0,1,0,0,1,0,0,Good,0.0,1.0,-0.5000000000000004,0.8660254037844384
15969,2012-03-11,4,1,11,1,0,6,0,2,0.34,0.303,0.49,0.3284,6,83,89,11,March,Sunday,1,0,Winter,Mist,Medium,2012,1,10,71,Night,0,1,0,0,1,0,0,Moderate,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384
15970,2012-03-11,4,1,11,2,0,6,0,2,0.34,0.3182,0.49,0.2537,10,36,46,11,March,Sunday,1,0,Winter,Mist,Medium,2012,1,10,71,Night,0,1,0,0,1,0,0,Moderate,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384
15971,2012-03-11,4,1,11,3,0,6,0,2,0.34,0.3182,0.49,0.2537,6,22,28,11,March,Sunday,1,0,Winter,Mist,Low,2012,1,10,71,Night,0,1,0,0,1,0,0,Moderate,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384
15972,2012-03-11,4,1,11,4,0,6,0,2,0.32,0.303,0.49,0.2985,8,8,16,11,March,Sunday,1,0,Winter,Mist,Low,2012,1,10,71,Night,0,1,0,0,1,0,0,Moderate,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384
15973,2012-03-11,4,1,11,5,0,6,0,2,0.32,0.303,0.49,0.2537,1,8,9,11,March,Sunday,1,0,Winter,Mist,Low,2012,1,10,71,Night,0,1,0,0,1,0,0,Moderate,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384
15974,2012-03-11,4,1,11,6,0,6,0,2,0.32,0.3182,0.49,0.194,4,17,21,11,March,Sunday,1,0,Winter,Mist,Low,2012,1,10,71,Night,0,0,0,0,1,0,0,Moderate,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384
15975,2012-03-11,4,1,11,7,0,6,0,2,0.32,0.303,0.49,0.2537,1,58,59,11,March,Sunday,1,1,Winter,Mist,Medium,2012,1,10,71,Morning,0,0,1,0,1,0,0,Moderate,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384
15976,2012-03-11,4,1,11,8,0,6,0,2,0.34,0.303,0.46,0.2985,10,132,142,11,March,Sunday,1,1,Winter,Mist,High,2012,1,10,71,Morning,0,0,1,0,1,0,0,Moderate,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384
15977,2012-03-11,4,1,11,9,0,6,0,2,0.34,0.303,0.49,0.2985,31,188,219,11,March,Sunday,1,1,Winter,Mist,High,2012,1,10,71,Morning,1,0,1,0,1,0,0,Moderate,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384
15978,2012-03-11,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.3881,68,260,328,11,March,Sunday,1,0,Winter,Clear,Very_High,2012,1,10,71,Morning,1,0,0,0,1,0,0,Good,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384
15979,2012-03-11,4,1,11,11,0,6,0,2,0.36,0.3333,0.46,0.3881,56,284,340,11,March,Sunday,1,0,Winter,Mist,Very_High,2012,1,10,71,Morning,1,0,0,0,1,0,0,Moderate,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384
15980,2012-03-11,4,1,11,12,0,6,0,2,0.36,0.3182,0.46,0.4627,74,320,394,11,March,Sunday,1,0,Winter,Mist,Very_High,2012,1,10,71,Morning,1,0,0,0,1,0,0,Moderate,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384
