instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,timestamp,hour_sin,hour_cos,month_sin,month_cos
13377,2012-07-16,3,1,7,13,0,1,1,1,0.84,0.7879,0.49,0.2836,63,176,239,2012-07-16 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13378,2012-07-16,3,1,7,14,0,1,1,1,0.88,0.8182,0.42,0.1045,53,159,212,2012-07-16 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
13379,2012-07-16,3,1,7,15,0,1,1,1,0.86,0.803,0.47,0.2537,61,176,237,2012-07-16 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
13380,2012-07-16,3,1,7,16,0,1,1,3,0.76,0.7273,0.66,0.5821,77,309,386,2012-07-16 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
13381,2012-07-16,3,1,7,17,0,1,1,3,0.76,0.7273,0.66,0.5821,86,669,755,2012-07-16 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13382,2012-07-16,3,1,7,18,0,1,1,1,0.84,0.803,0.53,0.0,97,697,794,2012-07-16 18:00:00,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388
13383,2012-07-16,3,1,7,19,0,1,1,1,0.8,0.7879,0.63,0.1343,92,503,595,2012-07-16 19:00:00,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388
13384,2012-07-16,3,1,7,20,0,1,1,1,0.8,0.7727,0.59,0.1343,66,388,454,2012-07-16 20:00:00,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13385,2012-07-16,3,1,7,21,0,1,1,1,0.76,0.7273,0.66,0.1343,45,283,328,2012-07-16 21:00:00,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388
13386,2012-07-16,3,1,7,22,0,1,1,1,0.76,0.7121,0.62,0.0896,56,228,284,2012-07-16 22:00:00,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
13387,2012-07-16,3,1,7,23,0,1,1,1,0.74,0.7121,0.74,0.0896,27,139,166,2012-07-16 23:00:00,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388
13388,2012-07-17,3,1,7,0,0,2,1,1,0.72,0.7121,0.84,0.1045,10,43,53,2012-07-17 00:00:00,0.0,1.0,-0.4999999999999997,-0.8660254037844388
13389,2012-07-17,3,1,7,1,0,2,1,1,0.74,0.697,0.7,0.0,4,21,25,2012-07-17 01:00:00,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13390,2012-07-17,3,1,7,2,0,2,1,1,0.72,0.6818,0.7,0.0896,1,6,7,2012-07-17 02:00:00,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13391,2012-07-17,3,1,7,3,0,2,1,1,0.72,0.6818,0.66,0.0,0,3,3,2012-07-17 03:00:00,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388
13392,2012-07-17,3,1,7,4,0,2,1,1,0.72,0.6818,0.62,0.0,0,7,7,2012-07-17 04:00:00,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13393,2012-07-17,3,1,7,5,0,2,1,1,0.68,0.6364,0.74,0.0896,7,31,38,2012-07-17 05:00:00,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388
13394,2012-07-17,3,1,7,6,0,2,1,1,0.72,0.6818,0.66,0.1045,16,197,213,2012-07-17 06:00:00,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388
13395,2012-07-17,3,1,7,7,0,2,1,2,0.74,0.697,0.7,0.0,26,500,526,2012-07-17 07:00:00,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13396,2012-07-17,3,1,7,8,0,2,1,2,0.8,0.7576,0.55,0.0,43,618,661,2012-07-17 08:00:00,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
13397,2012-07-17,3,1,7,9,0,2,1,2,0.82,0.7727,0.49,0.2239,32,288,320,2012-07-17 09:00:00,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388
13398,2012-07-17,3,1,7,10,0,2,1,2,0.84,0.7879,0.49,0.194,37,122,159,2012-07-17 10:00:00,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13399,2012-07-17,3,1,7,11,0,2,1,2,0.86,0.803,0.47,0.0,60,146,206,2012-07-17 11:00:00,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
13400,2012-07-17,3,1,7,12,0,2,1,2,0.9,0.8182,0.35,0.0,80,174,254,2012-07-17 12:00:00,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
13401,2012-07-17,3,1,7,13,0,2,1,1,0.92,0.8182,0.31,0.194,53,168,221,2012-07-17 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13402,2012-07-17,3,1,7,14,0,2,1,1,0.94,0.8333,0.29,0.2537,54,160,214,2012-07-17 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
13403,2012-07-17,3,1,7,15,0,2,1,1,0.92,0.8182,0.31,0.1642,57,187,244,2012-07-17 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
13404,2012-07-17,3,1,7,16,0,2,1,1,0.92,0.8182,0.29,0.1642,64,317,381,2012-07-17 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
13405,2012-07-17,3,1,7,17,0,2,1,1,0.92,0.8182,0.29,0.0,95,675,770,2012-07-17 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13406,2012-07-17,3,1,7,18,0,2,1,1,0.9,0.803,0.33,0.194,60,712,772,2012-07-17 18:00:00,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388
13407,2012-07-17,3,1,7,19,0,2,1,1,0.88,0.7879,0.35,0.2537,69,478,547,2012-07-17 19:00:00,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388
13408,2012-07-17,3,1,7,20,0,2,1,1,0.86,0.7576,0.34,0.1642,52,375,427,2012-07-17 20:00:00,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13409,2012-07-17,3,1,7,21,0,2,1,1,0.82,0.7727,0.52,0.1343,50,283,333,2012-07-17 21:00:00,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388
13410,2012-07-17,3,1,7,22,0,2,1,1,0.8,0.7576,0.55,0.2239,29,215,244,2012-07-17 22:00:00,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
13411,2012-07-17,3,1,7,23,0,2,1,1,0.78,0.7424,0.59,0.194,22,139,161,2012-07-17 23:00:00,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388
13412,2012-07-18,3,1,7,0,0,3,1,1,0.76,0.7273,0.66,0.1642,8,45,53,2012-07-18 00:00:00,0.0,1.0,-0.4999999999999997,-0.8660254037844388
13413,2012-07-18,3,1,7,1,0,3,1,1,0.76,0.7273,0.66,0.1045,2,14,16,2012-07-18 01:00:00,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13414,2012-07-18,3,1,7,2,0,3,1,1,0.74,0.697,0.66,0.1343,3,5,8,2012-07-18 02:00:00,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13415,2012-07-18,3,1,7,3,0,3,1,1,0.74,0.697,0.66,0.1343,2,2,4,2012-07-18 03:00:00,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388
13416,2012-07-18,3,1,7,4,0,3,1,1,0.72,0.6818,0.7,0.1343,0,6,6,2012-07-18 04:00:00,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13417,2012-07-18,3,1,7,5,0,3,1,1,0.72,0.6818,0.7,0.1642,5,41,46,2012-07-18 05:00:00,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388
13418,2012-07-18,3,1,7,6,0,3,1,1,0.72,0.6818,0.7,0.1642,10,152,162,2012-07-18 06:00:00,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388
13419,2012-07-18,3,1,7,7,0,3,1,1,0.74,0.697,0.66,0.1642,23,472,495,2012-07-18 07:00:00,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13420,2012-07-18,3,1,7,8,0,3,1,1,0.78,0.7424,0.62,0.1045,55,624,679,2012-07-18 08:00:00,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
13421,2012-07-18,3,1,7,9,0,3,1,1,0.82,0.7879,0.56,0.0,44,253,297,2012-07-18 09:00:00,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388
13422,2012-07-18,3,1,7,10,0,3,1,1,0.9,0.8485,0.42,0.194,39,99,138,2012-07-18 10:00:00,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13423,2012-07-18,3,1,7,11,0,3,1,1,0.9,0.8485,0.42,0.0,47,136,183,2012-07-18 11:00:00,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
13424,2012-07-18,3,1,7,12,0,3,1,1,0.92,0.8636,0.37,0.1343,36,166,202,2012-07-18 12:00:00,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
13425,2012-07-18,3,1,7,13,0,3,1,1,0.94,0.8485,0.33,0.0,49,154,203,2012-07-18 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13426,2012-07-18,3,1,7,14,0,3,1,1,0.94,0.8788,0.38,0.3284,54,116,170,2012-07-18 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
13427,2012-07-18,3,1,7,15,0,3,1,3,0.92,0.8485,0.35,0.3582,42,152,194,2012-07-18 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
13428,2012-07-18,3,1,7,16,0,3,1,1,0.74,0.697,0.66,0.2537,34,190,224,2012-07-18 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
13429,2012-07-18,3,1,7,17,0,3,1,1,0.74,0.697,0.7,0.2537,35,335,370,2012-07-18 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13430,2012-07-18,3,1,7,18,0,3,1,2,0.76,0.7121,0.62,0.1343,63,580,643,2012-07-18 18:00:00,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388
13431,2012-07-18,3,1,7,19,0,3,1,2,0.76,0.7121,0.62,0.1045,78,438,516,2012-07-18 19:00:00,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388
13432,2012-07-18,3,1,7,20,0,3,1,1,0.74,0.6818,0.62,0.0896,56,310,366,2012-07-18 20:00:00,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13433,2012-07-18,3,1,7,21,0,3,1,1,0.76,0.7121,0.62,0.0,53,266,319,2012-07-18 21:00:00,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388
13434,2012-07-18,3,1,7,22,0,3,1,1,0.76,0.7121,0.58,0.0896,42,246,288,2012-07-18 22:00:00,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
13435,2012-07-18,3,1,7,23,0,3,1,1,0.76,0.7121,0.58,0.0896,19,112,131,2012-07-18 23:00:00,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388
13436,2012-07-19,3,1,7,0,0,4,1,1,0.74,0.697,0.66,0.0896,16,50,66,2012-07-19 00:00:00,0.0,1.0,-0.4999999999999997,-0.8660254037844388
13437,2012-07-19,3,1,7,1,0,4,1,1,0.74,0.697,0.66,0.0896,6,19,25,2012-07-19 01:00:00,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13438,2012-07-19,3,1,7,2,0,4,1,1,0.72,0.6818,0.7,0.194,0,7,7,2012-07-19 02:00:00,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13439,2012-07-19,3,1,7,3,0,4,1,1,0.72,0.6818,0.7,0.1045,1,4,5,2012-07-19 03:00:00,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388
13440,2012-07-19,3,1,7,4,0,4,1,1,0.72,0.6818,0.7,0.1045,0,8,8,2012-07-19 04:00:00,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13441,2012-07-19,3,1,7,5,0,4,1,2,0.72,0.6818,0.7,0.1045,5,35,40,2012-07-19 05:00:00,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388
13442,2012-07-19,3,1,7,6,0,4,1,1,0.72,0.6818,0.66,0.1343,8,144,152,2012-07-19 06:00:00,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388
13443,2012-07-19,3,1,7,7,0,4,1,1,0.74,0.6818,0.58,0.2836,23,450,473,2012-07-19 07:00:00,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13444,2012-07-19,3,1,7,8,0,4,1,1,0.76,0.7121,0.58,0.2537,32,625,657,2012-07-19 08:00:00,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
13445,2012-07-19,3,1,7,9,0,4,1,2,0.76,0.7121,0.58,0.2836,36,282,318,2012-07-19 09:00:00,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388
13446,2012-07-19,3,1,7,10,0,4,1,1,0.76,0.7121,0.58,0.194,41,157,198,2012-07-19 10:00:00,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13447,2012-07-19,3,1,7,11,0,4,1,1,0.8,0.7576,0.55,0.1045,54,162,216,2012-07-19 11:00:00,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
13448,2012-07-19,3,1,7,12,0,4,1,1,0.84,0.7879,0.49,0.2836,59,215,274,2012-07-19 12:00:00,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
13449,2012-07-19,3,1,7,13,0,4,1,1,0.84,0.7727,0.47,0.1343,74,180,254,2012-07-19 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13450,2012-07-19,3,1,7,14,0,4,1,1,0.86,0.7879,0.44,0.0896,46,151,197,2012-07-19 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
13451,2012-07-19,3,1,7,15,0,4,1,1,0.84,0.7727,0.47,0.0896,66,226,292,2012-07-19 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
13452,2012-07-19,3,1,7,16,0,4,1,1,0.84,0.7727,0.47,0.0896,70,288,358,2012-07-19 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
13453,2012-07-19,3,1,7,17,0,4,1,1,0.86,0.7879,0.41,0.0,93,678,771,2012-07-19 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13454,2012-07-19,3,1,7,18,0,4,1,1,0.86,0.7879,0.41,0.194,93,684,777,2012-07-19 18:00:00,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388
13455,2012-07-19,3,1,7,19,0,4,1,1,0.84,0.7576,0.44,0.2537,53,480,533,2012-07-19 19:00:00,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388
13456,2012-07-19,3,1,7,20,0,4,1,1,0.82,0.7727,0.49,0.1642,65,440,505,2012-07-19 20:00:00,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13457,2012-07-19,3,1,7,21,0,4,1,3,0.66,0.5909,0.89,0.2537,38,294,332,2012-07-19 21:00:00,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388
13458,2012-07-19,3,1,7,22,0,4,1,3,0.66,0.5909,0.89,0.2537,6,62,68,2012-07-19 22:00:00,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
13459,2012-07-19,3,1,7,23,0,4,1,3,0.66,0.5909,0.89,0.2239,3,62,65,2012-07-19 23:00:00,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388
13460,2012-07-20,3,1,7,0,0,5,1,3,0.66,0.5909,0.89,0.0896,2,32,34,2012-07-20 00:00:00,0.0,1.0,-0.4999999999999997,-0.8660254037844388
13461,2012-07-20,3,1,7,1,0,5,1,1,0.66,0.5909,0.89,0.1343,2,9,11,2012-07-20 01:00:00,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13462,2012-07-20,3,1,7,2,0,5,1,2,0.66,0.5909,0.89,0.0896,5,14,19,2012-07-20 02:00:00,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13463,2012-07-20,3,1,7,3,0,5,1,2,0.66,0.5909,0.89,0.1045,7,29,36,2012-07-20 03:00:00,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388
13464,2012-07-20,3,1,7,4,0,5,1,2,0.66,0.5909,0.89,0.1642,3,6,9,2012-07-20 04:00:00,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13465,2012-07-20,3,1,7,5,0,5,1,2,0.66,0.5909,0.89,0.1343,2,40,42,2012-07-20 05:00:00,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388
13466,2012-07-20,3,1,7,6,0,5,1,2,0.66,0.5909,0.89,0.1642,3,123,126,2012-07-20 06:00:00,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388
13467,2012-07-20,3,1,7,7,0,5,1,2,0.66,0.5909,0.89,0.194,14,346,360,2012-07-20 07:00:00,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13468,2012-07-20,3,1,7,8,0,5,1,2,0.68,0.6364,0.83,0.1642,39,652,691,2012-07-20 08:00:00,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
13469,2012-07-20,3,1,7,9,0,5,1,2,0.7,0.6667,0.79,0.1343,45,328,373,2012-07-20 09:00:00,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388
13470,2012-07-20,3,1,7,10,0,5,1,2,0.7,0.6667,0.79,0.1642,51,182,233,2012-07-20 10:00:00,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13471,2012-07-20,3,1,7,11,0,5,1,3,0.72,0.697,0.74,0.194,51,161,212,2012-07-20 11:00:00,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
13472,2012-07-20,3,1,7,12,0,5,1,3,0.68,0.6364,0.83,0.1642,41,233,274,2012-07-20 12:00:00,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
13473,2012-07-20,3,1,7,13,0,5,1,3,0.68,0.6364,0.83,0.1045,20,136,156,2012-07-20 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13474,2012-07-20,3,1,7,14,0,5,1,3,0.7,0.6667,0.84,0.1642,53,176,229,2012-07-20 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
13475,2012-07-20,3,1,7,15,0,5,1,2,0.7,0.6667,0.84,0.2985,47,169,216,2012-07-20 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
13476,2012-07-20,3,1,7,16,0,5,1,2,0.68,0.6364,0.83,0.3284,70,366,436,2012-07-20 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
13477,2012-07-20,3,1,7,17,0,5,1,2,0.66,0.5909,0.89,0.4179,95,620,715,2012-07-20 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13478,2012-07-20,3,1,7,18,0,5,1,2,0.66,0.6061,0.78,0.3284,73,549,622,2012-07-20 18:00:00,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388
13479,2012-07-20,3,1,7,19,0,5,1,2,0.64,0.5758,0.83,0.2836,44,358,402,2012-07-20 19:00:00,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388
13480,2012-07-20,3,1,7,20,0,5,1,3,0.64,0.5758,0.83,0.3881,35,216,251,2012-07-20 20:00:00,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13481,2012-07-20,3,1,7,21,0,5,1,3,0.62,0.5758,0.83,0.3284,14,108,122,2012-07-20 21:00:00,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388
13482,2012-07-20,3,1,7,22,0,5,1,2,0.62,0.5758,0.83,0.194,13,122,135,2012-07-20 22:00:00,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
13483,2012-07-20,3,1,7,23,0,5,1,2,0.62,0.5758,0.83,0.2836,18,148,166,2012-07-20 23:00:00,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388
13484,2012-07-21,3,1,7,0,0,6,0,3,0.62,0.5758,0.83,0.2836,11,92,103,2012-07-21 00:00:00,0.0,1.0,-0.4999999999999997,-0.8660254037844388
13485,2012-07-21,3,1,7,1,0,6,0,2,0.62,0.5758,0.83,0.2537,10,62,72,2012-07-21 01:00:00,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13486,2012-07-21,3,1,7,2,0,6,0,3,0.6,0.5455,0.88,0.2836,5,55,60,2012-07-21 02:00:00,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13487,2012-07-21,3,1,7,3,0,6,0,3,0.6,0.5455,0.88,0.2537,7,18,25,2012-07-21 03:00:00,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388
13488,2012-07-21,3,1,7,4,0,6,0,3,0.58,0.5455,0.88,0.2836,11,5,16,2012-07-21 04:00:00,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13489,2012-07-21,3,1,7,5,0,6,0,3,0.58,0.5455,0.88,0.2537,7,10,17,2012-07-21 05:00:00,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388
13490,2012-07-21,3,1,7,6,0,6,0,3,0.58,0.5455,0.88,0.2537,3,12,15,2012-07-21 06:00:00,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388
13491,2012-07-21,3,1,7,7,0,6,0,2,0.58,0.5455,0.88,0.2537,8,29,37,2012-07-21 07:00:00,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13492,2012-07-21,3,1,7,8,0,6,0,2,0.58,0.5455,0.83,0.2537,18,94,112,2012-07-21 08:00:00,0.8660254037844387,-0.4999999999999998,-0.4999999999999997,-0.8660254037844388
13493,2012-07-21,3,1,7,9,0,6,0,2,0.58,0.5455,0.83,0.194,32,175,207,2012-07-21 09:00:00,0.7071067811865476,-0.7071067811865475,-0.4999999999999997,-0.8660254037844388
13494,2012-07-21,3,1,7,10,0,6,0,3,0.58,0.5455,0.88,0.2537,49,219,268,2012-07-21 10:00:00,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13495,2012-07-21,3,1,7,11,0,6,0,2,0.6,0.5606,0.83,0.2537,80,225,305,2012-07-21 11:00:00,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
13496,2012-07-21,3,1,7,12,0,6,0,3,0.6,0.5606,0.83,0.2239,156,301,457,2012-07-21 12:00:00,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
13497,2012-07-21,3,1,7,13,0,6,0,3,0.6,0.5606,0.83,0.1642,106,248,354,2012-07-21 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13498,2012-07-21,3,1,7,14,0,6,0,2,0.6,0.5455,0.88,0.2537,121,222,343,2012-07-21 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
13499,2012-07-21,3,1,7,15,0,6,0,3,0.6,0.5455,0.88,0.2537,148,232,380,2012-07-21 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
13500,2012-07-21,3,1,7,16,0,6,0,3,0.6,0.5455,0.88,0.194,130,196,326,2012-07-21 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388
13501,2012-07-21,3,1,7,17,0,6,0,3,0.6,0.5455,0.88,0.1642,92,149,241,2012-07-21 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388
13502,2012-07-21,3,1,7,18,0,6,0,2,0.6,0.5455,0.88,0.194,51,126,177,2012-07-21 18:00:00,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388
13503,2012-07-21,3,1,7,19,0,6,0,2,0.6,0.5455,0.88,0.1642,67,171,238,2012-07-21 19:00:00,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388
13504,2012-07-21,3,1,7,20,0,6,0,3,0.6,0.5455,0.88,0.1642,51,163,214,2012-07-21 20:00:00,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13505,2012-07-21,3,1,7,21,0,6,0,2,0.6,0.5455,0.88,0.1642,29,134,163,2012-07-21 21:00:00,-0.7071067811865477,0.7071067811865474,-0.4999999999999997,-0.8660254037844388
13506,2012-07-21,3,1,7,22,0,6,0,2,0.6,0.5455,0.88,0.1045,40,140,180,2012-07-21 22:00:00,-0.5000000000000004,0.8660254037844384,-0.4999999999999997,-0.8660254037844388
13507,2012-07-21,3,1,7,23,0,6,0,2,0.6,0.5455,0.88,0.0,32,117,149,2012-07-21 23:00:00,-0.25881904510252157,0.9659258262890681,-0.4999999999999997,-0.8660254037844388
13508,2012-07-22,3,1,7,0,0,0,0,2,0.6,0.5455,0.88,0.1045,17,96,113,2012-07-22 00:00:00,0.0,1.0,-0.4999999999999997,-0.8660254037844388
13509,2012-07-22,3,1,7,1,0,0,0,2,0.6,0.5455,0.88,0.1642,31,99,130,2012-07-22 01:00:00,0.25881904510252074,0.9659258262890683,-0.4999999999999997,-0.8660254037844388
13510,2012-07-22,3,1,7,2,0,0,0,2,0.6,0.5455,0.88,0.1045,32,90,122,2012-07-22 02:00:00,0.49999999999999994,0.8660254037844387,-0.4999999999999997,-0.8660254037844388
13511,2012-07-22,3,1,7,3,0,0,0,2,0.6,0.5455,0.88,0.1045,13,30,43,2012-07-22 03:00:00,0.7071067811865476,0.7071067811865476,-0.4999999999999997,-0.8660254037844388
13512,2012-07-22,3,1,7,4,0,0,0,1,0.6,0.5455,0.88,0.0,6,10,16,2012-07-22 04:00:00,0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388
13513,2012-07-22,3,1,7,5,0,0,0,1,0.6,0.5455,0.88,0.0,0,6,6,2012-07-22 05:00:00,0.9659258262890683,0.25881904510252074,-0.4999999999999997,-0.8660254037844388
