instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,month_name,day_name,is_weekend,is_peak_hour,season_label,weather_label,demand_category,year,quarter,week_of_year,day_of_year,hour_group,business_hours,late_night,rush_hour,is_summer,is_winter,is_fall,is_spring,weather_severity,hr_sin,hr_cos,mnth_sin,mnth_cos
14631,3,1,9,19,0,4,1,1,0.68,0.6364,0.74,0.2537,54,504,558,9,6,2,0,1,0,0,3,2012,2,23,161,1,0,0,1,0,0,1,0,0,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210294e-16
14632,3,1,9,20,0,4,1,1,0.66,0.6061,0.78,0.2239,50,356,406,9,6,2,0,0,0,0,3,2012,2,23,161,1,0,0,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210294e-16
14633,3,1,9,21,0,4,1,1,0.64,0.5758,0.89,0.1642,32,240,272,9,6,2,0,0,0,0,0,2012,2,23,161,1,0,0,0,0,0,1,0,0,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210294e-16
14634,3,1,9,22,0,4,1,1,0.64,0.5758,0.89,0.1642,24,193,217,9,6,2,0,0,0,0,0,2012,2,23,161,1,0,1,0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210294e-16
14635,3,1,9,23,0,4,1,1,0.64,0.5758,0.89,0.1642,19,150,169,9,6,2,0,0,0,0,0,2012,2,23,161,1,0,1,0,0,0,1,0,0,-0.2588190451025215,0.965925826289068,-1.0,-1.8369701987210294e-16
14636,3,1,9,0,0,5,1,1,0.64,0.5758,0.89,0.1343,17,79,96,9,5,1,0,0,0,0,2,2012,3,28,191,3,0,1,0,0,0,1,0,0,0.0,1.0,-1.0,-1.8369701987210294e-16
14637,3,1,9,1,0,5,1,1,0.62,0.5606,0.88,0.1045,10,19,29,9,5,1,0,0,0,0,1,2012,3,28,191,3,0,1,0,0,0,1,0,0,0.2588190451025207,0.9659258262890684,-1.0,-1.8369701987210294e-16
14638,3,1,9,2,0,5,1,1,0.62,0.5758,0.83,0.0896,1,10,11,9,5,1,0,0,0,0,1,2012,3,28,191,3,0,1,0,0,0,1,0,0,0.4999999999999999,0.8660254037844387,-1.0,-1.8369701987210294e-16
14639,3,1,9,3,0,5,1,1,0.62,0.5758,0.83,0.0896,0,9,9,9,5,1,0,0,0,0,1,2012,3,28,191,3,0,1,0,0,0,1,0,0,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210294e-16
14640,3,1,9,4,0,5,1,1,0.62,0.5606,0.88,0.0,1,7,8,9,5,1,0,0,0,0,1,2012,3,28,191,3,0,1,0,0,0,1,0,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210294e-16
14641,3,1,9,5,0,5,1,1,0.62,0.5606,0.88,0.0,1,39,40,9,5,1,0,0,0,0,1,2012,3,28,191,3,0,1,0,0,0,1,0,0,0.9659258262890684,0.2588190451025207,-1.0,-1.8369701987210294e-16
14642,3,1,9,6,0,5,1,1,0.62,0.5606,0.88,0.1045,5,135,140,9,5,1,0,0,0,0,2,2012,3,28,191,3,0,0,0,0,0,1,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210294e-16
14643,3,1,9,7,0,5,1,1,0.64,0.5758,0.89,0.1045,21,465,486,9,5,1,0,1,0,0,3,2012,3,28,191,2,0,0,1,0,0,1,0,0,0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210294e-16
14644,3,1,9,8,0,5,1,1,0.66,0.6061,0.83,0.1045,29,690,719,9,5,1,0,1,0,0,3,2012,3,28,191,2,0,0,1,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210294e-16
14645,3,1,9,9,0,5,1,1,0.7,0.6667,0.79,0.1343,33,311,344,9,5,1,0,1,0,0,3,2012,3,28,191,2,1,0,1,0,0,1,0,0,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210294e-16
14646,3,1,9,10,0,5,1,1,0.72,0.697,0.74,0.1343,53,171,224,9,5,1,0,0,0,0,0,2012,3,28,191,2,1,0,0,0,0,1,0,0,0.4999999999999999,-0.8660254037844387,-1.0,-1.8369701987210294e-16
14647,3,1,9,11,0,5,1,1,0.76,0.7121,0.62,0.1343,81,215,296,9,5,1,0,0,0,0,3,2012,3,28,191,2,1,0,0,0,0,1,0,0,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210294e-16
14648,3,1,9,12,0,5,1,1,0.78,0.7424,0.59,0.1642,76,247,323,9,5,1,0,0,0,0,3,2012,3,28,191,2,1,0,0,0,0,1,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210294e-16
14649,3,1,9,13,0,5,1,1,0.8,0.7727,0.59,0.2537,71,283,354,9,5,1,0,0,0,0,3,2012,3,28,191,0,1,0,0,0,0,1,0,0,-0.2588190451025208,-0.9659258262890684,-1.0,-1.8369701987210294e-16
14650,3,1,9,14,0,5,1,1,0.8,0.7727,0.59,0.2537,66,187,253,9,5,1,0,0,0,0,0,2012,3,28,191,0,1,0,0,0,0,1,0,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210294e-16
14651,3,1,9,15,0,5,1,1,0.8,0.7576,0.55,0.2537,66,265,331,9,5,1,0,0,0,0,3,2012,3,28,191,0,1,0,0,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210294e-16
14652,3,1,9,16,0,5,1,1,0.8,0.7576,0.55,0.2836,75,395,470,9,5,1,0,0,0,0,3,2012,3,28,191,0,1,0,0,0,0,1,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210294e-16
14653,3,1,9,17,0,5,1,1,0.78,0.7424,0.59,0.3284,88,684,772,9,5,1,0,1,0,0,3,2012,3,28,191,0,1,0,1,0,0,1,0,0,-0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210294e-16
14654,3,1,9,18,0,5,1,1,0.76,0.7121,0.62,0.2985,95,697,792,9,5,1,0,1,0,0,3,2012,3,28,191,0,1,0,1,0,0,1,0,0,-1.0,-1.8369701987210294e-16,-1.0,-1.8369701987210294e-16
14655,3,1,9,19,0,5,1,1,0.74,0.6818,0.62,0.2836,70,498,568,9,5,1,0,1,0,0,3,2012,3,28,191,1,0,0,1,0,0,1,0,0,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210294e-16
14656,3,1,9,20,0,5,1,1,0.72,0.6818,0.66,0.2239,51,340,391,9,5,1,0,0,0,0,3,2012,3,28,191,1,0,0,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210294e-16
14657,3,1,9,21,0,5,1,1,0.7,0.6667,0.74,0.1642,55,246,301,9,5,1,0,0,0,0,3,2012,3,28,191,1,0,0,0,0,0,1,0,0,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210294e-16
14658,3,1,9,22,0,5,1,1,0.7,0.6667,0.74,0.2239,52,247,299,9,5,1,0,0,0,0,3,2012,3,28,191,1,0,1,0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210294e-16
14659,3,1,9,23,0,5,1,1,0.66,0.5909,0.89,0.2537,28,220,248,9,5,1,0,0,0,0,0,2012,3,28,191,1,0,1,0,0,0,1,0,0,-0.2588190451025215,0.965925826289068,-1.0,-1.8369701987210294e-16
14660,3,1,9,0,0,6,0,1,0.66,0.5909,0.89,0.2537,20,130,150,9,1,4,1,0,0,0,0,2012,3,32,222,3,0,1,0,0,0,1,0,0,0.0,1.0,-1.0,-1.8369701987210294e-16
14661,3,1,9,1,0,6,0,2,0.66,0.5909,0.89,0.2836,10,107,117,9,1,4,1,0,0,3,2,2012,3,32,222,3,0,1,0,0,0,1,0,1,0.2588190451025207,0.9659258262890684,-1.0,-1.8369701987210294e-16
14662,3,1,9,2,0,6,0,1,0.66,0.5909,0.89,0.3284,9,68,77,9,1,4,1,0,0,0,2,2012,3,32,222,3,0,1,0,0,0,1,0,0,0.4999999999999999,0.8660254037844387,-1.0,-1.8369701987210294e-16
14663,3,1,9,3,0,6,0,2,0.66,0.5909,0.89,0.2239,3,40,43,9,1,4,1,0,0,3,2,2012,3,32,222,3,0,1,0,0,0,1,0,1,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210294e-16
14664,3,1,9,4,0,6,0,2,0.66,0.5909,0.94,0.2239,3,8,11,9,1,4,1,0,0,3,1,2012,3,32,222,3,0,1,0,0,0,1,0,1,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210294e-16
14665,3,1,9,5,0,6,0,2,0.66,0.5909,0.94,0.2537,2,13,15,9,1,4,1,0,0,3,1,2012,3,32,222,3,0,1,0,0,0,1,0,1,0.9659258262890684,0.2588190451025207,-1.0,-1.8369701987210294e-16
14666,3,1,9,6,0,6,0,2,0.66,0.5909,0.89,0.2836,8,26,34,9,1,4,1,0,0,3,1,2012,3,32,222,3,0,0,0,0,0,1,0,1,1.0,6.123233995736766e-17,-1.0,-1.8369701987210294e-16
14667,3,1,9,7,0,6,0,1,0.66,0.5909,0.89,0.2836,11,71,82,9,1,4,1,1,0,0,2,2012,3,32,222,2,0,0,1,0,0,1,0,0,0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210294e-16
14668,3,1,9,8,0,6,0,1,0.7,0.6667,0.79,0.3284,33,197,230,9,1,4,1,1,0,0,0,2012,3,32,222,2,0,0,1,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210294e-16
14669,3,1,9,9,0,6,0,1,0.7,0.6667,0.74,0.3881,87,261,348,9,1,4,1,1,0,0,3,2012,3,32,222,2,1,0,1,0,0,1,0,0,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210294e-16
14670,3,1,9,10,0,6,0,1,0.74,0.697,0.7,0.3881,100,322,422,9,1,4,1,0,0,0,3,2012,3,32,222,2,1,0,0,0,0,1,0,0,0.4999999999999999,-0.8660254037844387,-1.0,-1.8369701987210294e-16
14671,3,1,9,11,0,6,0,1,0.76,0.7121,0.62,0.4478,173,405,578,9,1,4,1,0,0,0,3,2012,3,32,222,2,1,0,0,0,0,1,0,0,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210294e-16
14672,3,1,9,12,0,6,0,1,0.8,0.7576,0.55,0.4925,220,474,694,9,1,4,1,0,0,0,3,2012,3,32,222,2,1,0,0,0,0,1,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210294e-16
14673,3,1,9,13,0,6,0,1,0.82,0.7727,0.52,0.5224,233,435,668,9,1,4,1,0,0,0,3,2012,3,32,222,0,1,0,0,0,0,1,0,0,-0.2588190451025208,-0.9659258262890684,-1.0,-1.8369701987210294e-16
14674,3,1,9,14,0,6,0,1,0.82,0.7727,0.52,0.4478,260,366,626,9,1,4,1,0,0,0,3,2012,3,32,222,0,1,0,0,0,0,1,0,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210294e-16
14675,3,1,9,15,0,6,0,3,0.56,0.5303,0.88,0.2537,175,337,512,9,1,4,1,0,0,2,3,2012,3,32,222,0,1,0,0,0,0,1,0,2,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210294e-16
14676,3,1,9,16,0,6,0,3,0.56,0.5303,0.88,0.194,19,95,114,9,1,4,1,0,0,2,2,2012,3,32,222,0,1,0,0,0,0,1,0,2,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210294e-16
14677,3,1,9,17,0,6,0,3,0.58,0.5455,0.83,0.194,52,119,171,9,1,4,1,1,0,2,0,2012,3,32,222,0,1,0,1,0,0,1,0,2,-0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210294e-16
14678,3,1,9,18,0,6,0,3,0.58,0.5455,0.83,0.1343,27,140,167,9,1,4,1,1,0,2,0,2012,3,32,222,0,1,0,1,0,0,1,0,2,-1.0,-1.8369701987210294e-16,-1.0,-1.8369701987210294e-16
14679,3,1,9,19,0,6,0,3,0.58,0.5455,0.88,0.1045,28,187,215,9,1,4,1,1,0,2,0,2012,3,32,222,1,0,0,1,0,0,1,0,2,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210294e-16
14680,3,1,9,20,0,6,0,2,0.58,0.5455,0.88,0.0896,28,166,194,9,1,4,1,0,0,3,0,2012,3,32,222,1,0,0,0,0,0,1,0,1,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210294e-16
14681,3,1,9,21,0,6,0,2,0.6,0.5606,0.83,0.1642,26,155,181,9,1,4,1,0,0,3,0,2012,3,32,222,1,0,0,0,0,0,1,0,1,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210294e-16
14682,3,1,9,22,0,6,0,2,0.58,0.5455,0.78,0.2985,18,176,194,9,1,4,1,0,0,3,0,2012,3,32,222,1,0,1,0,0,0,1,0,1,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210294e-16
14683,3,1,9,23,0,6,0,2,0.58,0.5455,0.73,0.1642,12,121,133,9,1,4,1,0,0,3,2,2012,3,32,222,1,0,1,0,0,0,1,0,1,-0.2588190451025215,0.965925826289068,-1.0,-1.8369701987210294e-16
14684,3,1,9,0,0,0,0,2,0.56,0.5303,0.73,0.194,18,106,124,9,11,3,1,0,0,3,2,2012,3,36,253,3,0,1,0,0,0,1,0,1,0.0,1.0,-1.0,-1.8369701987210294e-16
14685,3,1,9,1,0,0,0,1,0.56,0.5303,0.73,0.2239,20,104,124,9,11,3,1,0,0,0,2,2012,3,36,253,3,0,1,0,0,0,1,0,0,0.2588190451025207,0.9659258262890684,-1.0,-1.8369701987210294e-16
14686,3,1,9,2,0,0,0,1,0.54,0.5152,0.77,0.2836,15,81,96,9,11,3,1,0,0,0,2,2012,3,36,253,3,0,1,0,0,0,1,0,0,0.4999999999999999,0.8660254037844387,-1.0,-1.8369701987210294e-16
14687,3,1,9,3,0,0,0,1,0.54,0.5152,0.73,0.2239,14,32,46,9,11,3,1,0,0,0,2,2012,3,36,253,3,0,1,0,0,0,1,0,0,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210294e-16
14688,3,1,9,4,0,0,0,1,0.52,0.5,0.77,0.2537,12,16,28,9,11,3,1,0,0,0,1,2012,3,36,253,3,0,1,0,0,0,1,0,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210294e-16
14689,3,1,9,5,0,0,0,1,0.52,0.5,0.77,0.194,16,39,55,9,11,3,1,0,0,0,2,2012,3,36,253,3,0,1,0,0,0,1,0,0,0.9659258262890684,0.2588190451025207,-1.0,-1.8369701987210294e-16
14690,3,1,9,6,0,0,0,1,0.52,0.5,0.77,0.194,11,24,35,9,11,3,1,0,0,0,1,2012,3,36,253,3,0,0,0,0,0,1,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210294e-16
14691,3,1,9,7,0,0,0,1,0.54,0.5152,0.73,0.1642,20,50,70,9,11,3,1,1,0,0,2,2012,3,36,253,2,0,0,1,0,0,1,0,0,0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210294e-16
14692,3,1,9,8,0,0,0,1,0.58,0.5455,0.68,0.2239,27,143,170,9,11,3,1,1,0,0,0,2012,3,36,253,2,0,0,1,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210294e-16
14693,3,1,9,9,0,0,0,1,0.62,0.6061,0.61,0.2537,85,214,299,9,11,3,1,1,0,0,3,2012,3,36,253,2,1,0,1,0,0,1,0,0,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210294e-16
14694,3,1,9,10,0,0,0,1,0.64,0.6212,0.57,0.2985,172,323,495,9,11,3,1,0,0,0,3,2012,3,36,253,2,1,0,0,0,0,1,0,0,0.4999999999999999,-0.8660254037844387,-1.0,-1.8369701987210294e-16
14695,3,1,9,11,0,0,0,1,0.66,0.6212,0.47,0.2537,194,391,585,9,11,3,1,0,0,0,3,2012,3,36,253,2,1,0,0,0,0,1,0,0,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210294e-16
14696,3,1,9,12,0,0,0,1,0.66,0.6212,0.47,0.0,247,510,757,9,11,3,1,0,0,0,3,2012,3,36,253,2,1,0,0,0,0,1,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210294e-16
14697,3,1,9,13,0,0,0,1,0.68,0.6364,0.39,0.0,238,491,729,9,11,3,1,0,0,0,3,2012,3,36,253,0,1,0,0,0,0,1,0,0,-0.2588190451025208,-0.9659258262890684,-1.0,-1.8369701987210294e-16
14698,3,1,9,14,0,0,0,1,0.72,0.6515,0.3,0.2836,232,415,647,9,11,3,1,0,0,0,3,2012,3,36,253,0,1,0,0,0,0,1,0,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210294e-16
14699,3,1,9,15,0,0,0,1,0.72,0.6515,0.32,0.2537,284,412,696,9,11,3,1,0,0,0,3,2012,3,36,253,0,1,0,0,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210294e-16
14700,3,1,9,16,0,0,0,1,0.68,0.6364,0.36,0.2836,228,473,701,9,11,3,1,0,0,0,3,2012,3,36,253,0,1,0,0,0,0,1,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210294e-16
14701,3,1,9,17,0,0,0,1,0.7,0.6364,0.37,0.2537,213,458,671,9,11,3,1,1,0,0,3,2012,3,36,253,0,1,0,1,0,0,1,0,0,-0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210294e-16
14702,3,1,9,18,0,0,0,1,0.66,0.6212,0.36,0.2537,156,404,560,9,11,3,1,1,0,0,3,2012,3,36,253,0,1,0,1,0,0,1,0,0,-1.0,-1.8369701987210294e-16,-1.0,-1.8369701987210294e-16
14703,3,1,9,19,0,0,0,1,0.66,0.6212,0.36,0.2537,134,362,496,9,11,3,1,1,0,0,3,2012,3,36,253,1,0,0,1,0,0,1,0,0,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210294e-16
14704,3,1,9,20,0,0,0,1,0.62,0.6212,0.41,0.2836,91,265,356,9,11,3,1,0,0,0,3,2012,3,36,253,1,0,0,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210294e-16
14705,3,1,9,21,0,0,0,1,0.6,0.6212,0.46,0.2239,57,149,206,9,11,3,1,0,0,0,0,2012,3,36,253,1,0,0,0,0,0,1,0,0,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210294e-16
14706,3,1,9,22,0,0,0,1,0.58,0.5455,0.49,0.2537,64,125,189,9,11,3,1,0,0,0,0,2012,3,36,253,1,0,1,0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210294e-16
14707,3,1,9,23,0,0,0,1,0.56,0.5303,0.52,0.2836,22,70,92,9,11,3,1,0,0,0,2,2012,3,36,253,1,0,1,0,0,0,1,0,0,-0.2588190451025215,0.965925826289068,-1.0,-1.8369701987210294e-16
14708,3,1,9,0,0,1,1,1,0.56,0.5303,0.52,0.2836,6,35,41,9,10,5,0,0,0,0,1,2012,4,41,283,3,0,1,0,0,0,1,0,0,0.0,1.0,-1.0,-1.8369701987210294e-16
14709,3,1,9,1,0,1,1,1,0.54,0.5152,0.6,0.194,7,11,18,9,10,5,0,0,0,0,1,2012,4,41,283,3,0,1,0,0,0,1,0,0,0.2588190451025207,0.9659258262890684,-1.0,-1.8369701987210294e-16
14710,3,1,9,2,0,1,1,1,0.54,0.5152,0.6,0.3582,11,6,17,9,10,5,0,0,0,0,1,2012,4,41,283,3,0,1,0,0,0,1,0,0,0.4999999999999999,0.8660254037844387,-1.0,-1.8369701987210294e-16
14711,3,1,9,3,0,1,1,1,0.52,0.5,0.68,0.2836,5,7,12,9,10,5,0,0,0,0,1,2012,4,41,283,3,0,1,0,0,0,1,0,0,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210294e-16
14712,3,1,9,4,0,1,1,1,0.52,0.5,0.68,0.2836,1,4,5,9,10,5,0,0,0,0,1,2012,4,41,283,3,0,1,0,0,0,1,0,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210294e-16
14713,3,1,9,5,0,1,1,1,0.5,0.4848,0.72,0.2537,4,36,40,9,10,5,0,0,0,0,1,2012,4,41,283,3,0,1,0,0,0,1,0,0,0.9659258262890684,0.2588190451025207,-1.0,-1.8369701987210294e-16
14714,3,1,9,6,0,1,1,1,0.5,0.4848,0.72,0.1343,8,172,180,9,10,5,0,0,0,0,0,2012,4,41,283,3,0,0,0,0,0,1,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210294e-16
14715,3,1,9,7,0,1,1,1,0.52,0.5,0.68,0.2239,20,427,447,9,10,5,0,1,0,0,3,2012,4,41,283,2,0,0,1,0,0,1,0,0,0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210294e-16
14716,3,1,9,8,0,1,1,1,0.56,0.5303,0.6,0.2836,33,697,730,9,10,5,0,1,0,0,3,2012,4,41,283,2,0,0,1,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210294e-16
14717,3,1,9,9,0,1,1,1,0.6,0.6212,0.53,0.2985,40,321,361,9,10,5,0,1,0,0,3,2012,4,41,283,2,1,0,1,0,0,1,0,0,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210294e-16
14718,3,1,9,10,0,1,1,1,0.62,0.6212,0.5,0.2836,42,168,210,9,10,5,0,0,0,0,0,2012,4,41,283,2,1,0,0,0,0,1,0,0,0.4999999999999999,-0.8660254037844387,-1.0,-1.8369701987210294e-16
14719,3,1,9,11,0,1,1,1,0.62,0.6212,0.43,0.2985,69,167,236,9,10,5,0,0,0,0,0,2012,4,41,283,2,1,0,0,0,0,1,0,0,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210294e-16
14720,3,1,9,12,0,1,1,1,0.64,0.6212,0.44,0.3881,76,256,332,9,10,5,0,0,0,0,3,2012,4,41,283,2,1,0,0,0,0,1,0,0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210294e-16
14721,3,1,9,13,0,1,1,1,0.64,0.6212,0.38,0.2239,72,251,323,9,10,5,0,0,0,0,3,2012,4,41,283,0,1,0,0,0,0,1,0,0,-0.2588190451025208,-0.9659258262890684,-1.0,-1.8369701987210294e-16
14722,3,1,9,14,0,1,1,1,0.66,0.6212,0.36,0.2836,107,233,340,9,10,5,0,0,0,0,3,2012,4,41,283,0,1,0,0,0,0,1,0,0,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210294e-16
14723,3,1,9,15,0,1,1,1,0.66,0.6212,0.31,0.3881,115,231,346,9,10,5,0,0,0,0,3,2012,4,41,283,0,1,0,0,0,0,1,0,0,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210294e-16
14724,3,1,9,16,0,1,1,1,0.66,0.6212,0.34,0.3284,108,380,488,9,10,5,0,0,0,0,3,2012,4,41,283,0,1,0,0,0,0,1,0,0,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210294e-16
14725,3,1,9,17,0,1,1,1,0.66,0.6212,0.34,0.3284,127,744,871,9,10,5,0,1,0,0,3,2012,4,41,283,0,1,0,1,0,0,1,0,0,-0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210294e-16
14726,3,1,9,18,0,1,1,1,0.62,0.6212,0.35,0.2985,111,857,968,9,10,5,0,1,0,0,3,2012,4,41,283,0,1,0,1,0,0,1,0,0,-1.0,-1.8369701987210294e-16,-1.0,-1.8369701987210294e-16
14727,3,1,9,19,0,1,1,1,0.62,0.6212,0.38,0.2985,71,562,633,9,10,5,0,1,0,0,3,2012,4,41,283,1,0,0,1,0,0,1,0,0,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210294e-16
14728,3,1,9,20,0,1,1,1,0.6,0.6212,0.4,0.194,34,356,390,9,10,5,0,0,0,0,3,2012,4,41,283,1,0,0,0,0,0,1,0,0,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210294e-16
14729,3,1,9,21,0,1,1,1,0.56,0.5303,0.49,0.1642,29,256,285,9,10,5,0,0,0,0,3,2012,4,41,283,1,0,0,0,0,0,1,0,0,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210294e-16
14730,3,1,9,22,0,1,1,1,0.54,0.5152,0.52,0.1343,15,144,159,9,10,5,0,0,0,0,0,2012,4,41,283,1,0,1,0,0,0,1,0,0,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210294e-16
14731,3,1,9,23,0,1,1,1,0.54,0.5152,0.52,0.0,7,86,93,9,10,5,0,0,0,0,2,2012,4,41,283,1,0,1,0,0,0,1,0,0,-0.2588190451025215,0.965925826289068,-1.0,-1.8369701987210294e-16
14732,3,1,9,0,0,2,1,1,0.52,0.5,0.59,0.1045,5,27,32,9,9,0,0,0,0,0,1,2012,4,45,314,3,0,1,0,0,0,1,0,0,0.0,1.0,-1.0,-1.8369701987210294e-16
14733,3,1,9,1,0,2,1,1,0.5,0.4848,0.63,0.0,0,10,10,9,9,0,0,0,0,0,1,2012,4,45,314,3,0,1,0,0,0,1,0,0,0.2588190451025207,0.9659258262890684,-1.0,-1.8369701987210294e-16
14734,3,1,9,2,0,2,1,1,0.48,0.4697,0.77,0.1642,1,5,6,9,9,0,0,0,0,0,1,2012,4,45,314,3,0,1,0,0,0,1,0,0,0.4999999999999999,0.8660254037844387,-1.0,-1.8369701987210294e-16
14735,3,1,9,3,0,2,1,1,0.48,0.4697,0.67,0.1343,1,7,8,9,9,0,0,0,0,0,1,2012,4,45,314,3,0,1,0,0,0,1,0,0,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210294e-16
14736,3,1,9,4,0,2,1,1,0.48,0.4697,0.72,0.1045,1,8,9,9,9,0,0,0,0,0,1,2012,4,45,314,3,0,1,0,0,0,1,0,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210294e-16
14737,3,1,9,5,0,2,1,1,0.46,0.4545,0.72,0.0896,3,41,44,9,9,0,0,0,0,0,2,2012,4,45,314,3,0,1,0,0,0,1,0,0,0.9659258262890684,0.2588190451025207,-1.0,-1.8369701987210294e-16
14738,3,1,9,6,0,2,1,1,0.46,0.4545,0.77,0.1045,11,200,211,9,9,0,0,0,0,0,0,2012,4,45,314,3,0,0,0,0,0,1,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210294e-16
14739,3,1,9,7,0,2,1,1,0.5,0.4848,0.72,0.1045,24,572,596,9,9,0,0,1,0,0,3,2012,4,45,314,2,0,0,1,0,0,1,0,0,0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210294e-16
14740,3,1,9,8,0,2,1,1,0.54,0.5152,0.68,0.0896,48,702,750,9,9,0,0,1,0,0,3,2012,4,45,314,2,0,0,1,0,0,1,0,0,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210294e-16
14741,3,1,9,9,0,2,1,1,0.6,0.6212,0.49,0.0,35,323,358,9,9,0,0,1,0,0,3,2012,4,45,314,2,1,0,1,0,0,1,0,0,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210294e-16
14742,3,1,9,10,0,2,1,1,0.62,0.6212,0.38,0.0,54,142,196,9,9,0,0,0,0,0,0,2012,4,45,314,2,1,0,0,0,0,1,0,0,0.4999999999999999,-0.8660254037844387,-1.0,-1.8369701987210294e-16
14743,3,1,9,11,0,2,1,1,0.64,0.6212,0.33,0.0896,60,187,247,9,9,0,0,0,0,0,0,2012,4,45,314,2,1,0,0,0,0,1,0,0,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210294e-16
